"paralog_pair","GI_score_Meljuso","GI_score_GI1","GI_score_PK1","GI_score_MEWO","GI_score_HS944T","GI_score_IPC298","GI_score_A549","GI_score_HSC5","GI_score_HS936T","GI_score_PATU8988S","GI_score_MEL202","fdr_Meljuso","fdr_GI1","fdr_PK1","fdr_MEWO","fdr_HS944T","fdr_IPC298","fdr_A549","fdr_HSC5","fdr_HS936T","fdr_PATU8988S","fdr_MEL202","p_val_Meljuso","p_val_GI1","p_val_PK1","p_val_MEWO","p_val_HS944T","p_val_IPC298","p_val_A549","p_val_HSC5","p_val_HS936T","p_val_PATU8988S","p_val_MEL202"
"AWAT1_MOGAT2",-0.14647026241901,0.133223991339759,-0.0588570834919289,-0.267485977940965,-0.195423211004382,-0.222342480002427,0.0667371463935449,-0.226145846078904,0.0846599855511032,-0.448759411890998,-0.335676844453856,0.0244396204564366,0.710858873648943,0.802281127278687,0.000580771490678356,0.0865251634574271,0.232972751552235,0.56145584542226,0.00537891978170015,0.767791814738556,0.00182355057096309,0.00186877249502765,0.0147506258115156,0.568199160646172,0.682548732687809,0.000187704428477881,0.0399399471201312,0.133390124284597,0.472558944980787,0.00153668251216587,0.644854171746855,0.000514842510656903,0.000701306291478946
"AWAT1_MOGAT3",-0.215395420564628,-0.109714111872556,-0.172457840402413,-0.150932435670983,-0.403093488677106,-0.431079347795512,-0.0156492136172728,-0.107880460186046,-0.283720839077542,-0.242962266962145,-0.434351662613771,0.0341297829227536,0.635785526140453,0.467389219296677,0.0102777467143105,7.98949829976903e-05,0.0752631764804982,0.83589406685573,0.369043939040542,0.115202698369109,0.0576691889921603,8.49810590829988e-06,0.0212325658419737,0.475668774789933,0.303969091398566,0.00508712951881076,3.58562558407086e-06,0.0302984436019222,0.788529486956896,0.268786395087968,0.0386890009725281,0.0305504604900749,1.07547598957951e-06
"AWAT2_DGAT2",-0.282871722790523,-0.275067889442475,0.244377995159204,-0.377718913688964,-0.251470370925126,-0.460870721808537,-0.132469696674111,-0.20049762365983,-0.0172273444110946,-0.307986175367802,-0.191666316044874,4.66477799437703e-05,0.0542362802957248,0.254829056160084,4.04202235235374e-05,0.00110292689079402,0.00346933690668999,0.0128492509806586,0.0209221777767629,0.907892722687749,0.00391717114154583,0.00211757826513616,1.34187197192642e-05,0.0125819603844969,0.120996115878236,7.89251748564235e-06,0.000151006020792798,0.000520571776719525,0.00514223726313821,0.00789383647214096,0.851608751330602,0.00126989042732838,0.000807731729169412
"AWAT2_DGAT2L6",-0.439427552050575,-0.357266533202209,-0.392180375662147,-0.534340660233016,-0.273380456335074,-0.54375431178545,-0.222941256552904,-0.489467009705961,-0.394633242142769,-0.647354354160432,-0.394601718807867,2.27142466160956e-05,0.0588221880814386,0.199404919720453,8.42011250475164e-06,0.0111340151021612,0.0133909085237803,0.0154362207278833,6.64698430469407e-05,0.0670208860436703,1.72729495498303e-05,1.97911553409439e-05,5.87476072400498e-06,0.014169693368823,0.0853403817240343,1.14872610874302e-06,0.00298738924458777,0.00329608955332742,0.00636344104241271,4.83287007862103e-06,0.017784021884046,1.42207699156549e-06,3.14548470867914e-06
"AWAT2_MOGAT1",-0.22917625420971,0.0942907791196756,-0.315835545891171,-0.0968757787162089,-0.0206173017635102,-0.292998374959152,-0.0271740802352704,0.0143785781038529,0.0908926546278507,-0.0810933569202448,-0.239416412824739,0.00243264964165393,0.685933765408944,0.237270684162579,0.0543834322545012,0.860836021799484,0.0811814636152211,0.770454425991025,0.851546129870333,0.508114916391938,0.401587284409639,0.0117097279279765,0.00114067974312499,0.531683309574633,0.108914973480355,0.0341976765509549,0.785592480512584,0.0335144008725424,0.710369628702485,0.796065335624092,0.344695528671806,0.31254828729374,0.00580053452542802
"AWAT2_MOGAT2",-0.2832157342126,-0.143621530300471,-0.256209112659745,-0.247341748181449,-0.299450346518238,-0.475141478113537,0.0111376139379373,-0.12341827412832,-0.0342519904155458,-0.367440212584305,-0.238487974134639,0.000376037732142713,0.521566697983571,0.444250655572555,0.0202408446844381,0.00581577537684126,0.076900597870028,0.927013519767503,0.132671866478734,0.900688563088828,0.00673666428386729,0.00231111939844831,0.000143213580513977,0.353243026625697,0.283837857703012,0.0110215695241224,0.00130553536100069,0.0311027154115269,0.90303745439938,0.0750715832829323,0.837204690033998,0.00244993792909843,0.000894788774009306
"AWAT2_MOGAT3",-0.269464056786045,-0.293298640423197,-0.0381567664621198,-0.218312432002004,-0.173379430112701,-0.439293810516902,0.0177117305438247,-0.238070407817301,0.0394677662716998,-0.35932241277741,-0.309406772388828,0.00140965751994278,0.29243897578883,0.921786991784209,0.0142037716779347,0.0191831164858713,0.0921529655371615,0.775139667188902,0.069627494056488,0.845629348151826,0.00151587314809831,0.00257702063965311,0.000617855813281931,0.147829043914277,0.866588597859857,0.00733884905847092,0.00597270971337001,0.0396171720620924,0.716372908610316,0.0341745212683967,0.757977737533917,0.000408522575943571,0.00102317640796494
"DGAT2_DGAT2L6",-0.376486782349608,-0.544113766640133,-0.0208678463564842,-0.488571658848807,-0.405334630481406,-0.293669487928129,-0.332020776804789,-0.43885222666257,-0.0978217668944856,-0.564944219255344,-0.418440429636327,0.000232949824820689,0.0170019072127585,0.951102000120639,7.93014516343559e-07,0.000202597115421573,0.189860180168304,0.000127152105930146,0.000186690447496872,0.548677974678074,2.14133592604542e-05,2.06726716321224e-05,8.3245643223188e-05,0.00229265599729794,0.909616960003125,5.52683364796202e-08,1.46797909890854e-05,0.102735212041938,1.97317976823484e-05,2.06409971566137e-05,0.387053584111502,1.93928742648094e-06,3.31823929652823e-06
"DGAT2_MOGAT1",-0.147891128806141,-0.0690301798165759,-0.130754165722379,-0.186312752148556,-0.114018872025825,-0.256802798936855,-0.167185611332051,-0.0279806626784825,0.241043872849205,-0.0558884523154414,-0.229556752648513,0.0185648536135746,0.738482823275079,0.489090269016197,0.000934614124410603,0.0588122141655244,0.0205055224684531,0.0486011540624444,0.740406543086356,0.103392269866668,0.562877622065832,0.00601958219052251,0.0109336541617558,0.602741952896185,0.324279139799849,0.000324946786394289,0.0242855870981993,0.00570025185302705,0.0248235312062278,0.661322645789274,0.0330922386907228,0.473306178159601,0.00269663020538906
"DGAT2_MOGAT2",-0.170763655248601,-0.514891223427087,0.163782490369123,-0.285098744374685,-0.389138830281303,-0.348667498699495,-0.149909935650191,-0.180079720517,0.18073026657259,-0.322445616897645,-0.336816268588929,0.0181706649282259,0.105991108700313,0.556000744475567,0.000586690188024638,0.00100158497164188,0.0855465963206062,0.331037413644517,0.0505475130190762,0.492557288702847,0.00620477715476542,0.00184837052647483,0.0106871492243208,0.0330633665837106,0.38954857738724,0.000190080670986857,0.000134796380884071,0.03592450352891,0.247575463550924,0.0231530563088365,0.328719773225358,0.00221607934313339,0.000692637168657302
"DGAT2_MOGAT3",-0.233680790217412,-0.367547825673295,0.113661116007925,-0.260249244895757,-0.279473654692859,-0.3679374829057,-0.0756472429419054,-0.181901337575384,-0.0799268299743489,-0.221662623503594,-0.263046700544479,0.00387913672470351,0.00869781596884424,0.618458389640459,0.00225132856456665,0.0191171430818405,0.153195485626715,0.277746233850478,0.062913777484353,0.708566955087486,0.0662685500209589,0.0138910222445807,0.0019284632325377,0.000851750586485043,0.456694137219392,0.000895642064679526,0.00593329692490688,0.0768850788673466,0.198672182673304,0.0301658092884642,0.573148828231674,0.0359145448780912,0.00704561424409238
"DGAT2L6_MOGAT1",-0.321667547630751,-0.032728820555431,-0.161438385402572,-0.316326989312403,-0.197777729079071,-0.244150229080067,-0.23014274075915,-0.266081339457134,-0.146498015204976,-0.475919435415414,-0.434702137674638,0.0012463824444019,0.891673792845668,0.658523896892721,0.000357901283436122,0.0306658424108441,0.211242097904768,0.0603333322754229,0.0165768015897524,0.334746420504441,0.00269006640986737,1.58566925163923e-06,0.000539313300260277,0.813255006258984,0.504456608083664,0.000107547039168762,0.0107042861564407,0.117569886277106,0.0319593939772872,0.00590742879950701,0.1855347387225,0.000812596566060627,1.16459814730463e-07
"DGAT2L6_MOGAT2",-0.360737392808842,-0.166821054461133,-0.273641652815572,-0.589241313604059,-0.343607849428729,-0.339583735878654,-0.144593994516724,-0.471235960888853,0.0496325372240554,-0.588049342665742,-0.470455177250552,0.000219307207230905,0.532087782449973,0.187545952068154,0.000181482684098482,0.0072423983461467,0.152466244016726,0.230471789722067,0.000787034864300041,0.828170573911879,0.000207516391034353,6.17991139847736e-06,7.72879298928265e-05,0.365370445678382,0.0783879132336193,4.80081595179189e-05,0.00173588777733901,0.0764287845130242,0.158531829297469,0.000138138991976848,0.733335641459975,3.65458283914399e-05,7.17430977750186e-07
"DGAT2L6_MOGAT3",-0.37825654621404,-0.59053329652553,0.000390954714653756,-0.399737060563348,-0.335143600429426,-0.357818104365392,-0.223418253987944,-0.443095126217824,-0.291076166225869,-0.579849073516485,-0.510258847147885,0.001082351164452,0.0110323789868161,0.999750266398237,0.000107621919088595,0.0271799196183757,0.180471377708959,0.00308411082718255,0.00420191666399772,0.146188161442319,0.000433855113933842,1.71625765797988e-05,0.00046328476298755,0.00120452232570766,0.998813943596319,2.60714895798038e-05,0.00914404403350686,0.0958832137047992,0.000955374114086757,0.00113074282586948,0.054117039033435,9.09682390913603e-05,2.64300290863635e-06
"MOGAT1_MOGAT2",-0.155971931245029,0.336889504533273,-0.366398323690863,-0.179829651981116,-0.246734767452525,-0.183600481258365,0.00392402596899478,-0.15532913313243,0.535278731553701,-0.287481421498205,-0.363411557916916,0.0118965751088011,0.289112257823928,0.107204769030317,0.0306329797994201,0.00740792384209094,0.411708563719317,0.977188712202354,0.190495865595468,0.0612894539566509,0.0569202978776796,0.000104171932002534,0.00669605943017514,0.145256475392017,0.0350505621943151,0.0176782230905637,0.00180920074879891,0.282133200760399,0.969471525926323,0.117908102397195,0.0157791605053253,0.0301177489263932,2.3567600155167e-05
"MOGAT1_MOGAT3",-0.172673815071577,0.102059675389763,-0.0710235749545466,-0.101752967016332,-0.155469939281107,-0.129913596683089,0.0399768821300517,0.0578087377873316,0.205712981750225,-0.261702074774329,-0.378043308573675,0.03083432226794,0.591514691580898,0.775051631195583,0.0334265570669056,0.107789778055473,0.638919654661172,0.695332428194638,0.486586229909029,0.343928520911246,0.0376233781318082,1.08624102068822e-06,0.0190058744561715,0.42708178225298,0.646649568242683,0.0195279728254637,0.0523749646499166,0.515298477648744,0.622023935271452,0.384081292631056,0.192844422386562,0.0184588538316966,7.33453956713468e-08
"MOGAT2_MOGAT3",-0.209438844055223,-0.48334045877552,0.196751454031306,-0.16416376872757,-0.273526914309662,-0.302315432037144,0.126470373503948,-0.139177306048332,0.236052573110067,-0.378981030016054,-0.344491818785156,0.00250714911898206,0.0457711384016171,0.267202978770626,0.111055871826837,0.132537359008513,0.348478847778493,0.342730049643216,0.175414515204705,0.229082757474896,0.00777011140790376,0.000287657008907602,0.00118105780807329,0.00966932242640282,0.130304315412329,0.0766099143460944,0.0684798160958104,0.225806037198226,0.257987440821661,0.106530118217112,0.105111219816714,0.00288867123022365,8.03622246010379e-05
