"GI_score_A375","GI_score_MEWO","GI_score_RPE","fdr_A375","fdr_MEWO","fdr_RPE","p_val_A375","p_val_MEWO","p_val_RPE","paralog_pair"
1.85633829408526,0.142783154202816,0.0915954678113818,0.0153381109634996,0.837435833823154,0.882814608897812,0.00360743377057468,0.786809989964827,0.826480511268732,"AARS_AARS2"
0.0125932600146119,-0.748660596926118,-0.322378392410167,0.956629498259597,0.00231667760716454,0.147200178432246,0.935745898801369,0.000680803662894702,0.0611789154693215,"ABCB6_ABCB7"
0.192267733004223,-0.609719634959235,-0.153720290498059,0.125068165643627,0.00636765068427755,0.70234573768982,0.0550257924410249,0.00233106271901344,0.564943087075438,"ABCF1_ABCF3"
0.233117395005221,-0.496678492566681,0.177022784489352,0.116187845375809,0.00630809631973672,0.42888901774431,0.0502919549186558,0.00230396465078545,0.27728341197575,"ABHD12_ABHD12B"
0.382976100920006,-0.857278912587019,-0.398418978136317,1.63421970921122e-05,0.000227674834854517,0.122543481311111,2.99839988519671e-07,3.88060381825919e-05,0.047021302232727,"ABL1_EGFR"
-0.0858861979657846,-0.503144817270786,0.29146874972087,0.516077216691154,0.0193080748073751,0.283921558706348,0.394749239635299,0.00895802390291937,0.153761045647015,"ABL1_ABL2"
0.395773515167431,0.312747467165989,0.11678569847749,0.00827893983119468,0.244917797438534,0.787475111698822,0.00159878770879494,0.173560555027811,0.681023816162709,"ABTB2_BTBD11"
0.198733815769888,-0.249549684014664,0.625275384003655,0.336325118014713,0.501810097441978,0.0283022504152089,0.215745079901965,0.412487057427117,0.00588560817861637,"AC007040.11_TEX261"
-0.0609181917528402,-0.480433321854678,0.156873294049514,0.661420366348183,0.0757486636214111,0.493851199237457,0.551461313000626,0.0441390197760364,0.341584504088379,"ACACA_ACACB"
0.610738272862474,0.124937780785847,-0.0832813263389579,0.0153381109634996,0.859206200430468,0.880374485604089,0.00361881543303392,0.813757005949259,0.816471160799407,"ACE_CTD-2501B8.1"
-0.129942013206458,-0.146099644013607,0.151252566158805,0.482974071882713,0.585209032523794,0.683522390013184,0.355640857297346,0.495290264302254,0.540045817802189,"ACSF2_ACSF3"
-0.0594152263493556,-0.073415117391753,-0.197806059984153,0.743740423851075,0.814424273889592,0.529085335689366,0.656324816795036,0.758351401967723,0.377156549118616,"ACSL3_ACSL4"
0.118120577790269,-0.274422106558,0.176638870734763,0.436849237254387,0.143418117698226,0.608991355301716,0.310672799290064,0.0927601462532615,0.45763834004621,"ADAM10_ADAM17"
0.105961666822537,-0.00207040241719756,0.116087663200799,0.43178173106007,0.994922644470326,0.624641567614138,0.306343881398622,0.99325190955098,0.475168144633425,"ADAMTSL1_ADAMTSL3"
-0.0484835661699893,-0.431320513147825,-0.416886935466504,0.760136930057567,0.0393661142325771,0.155107360225572,0.676779310817664,0.0206250674064888,0.0662885359822135,"ADAP1_ADAP2"
-0.344625617024293,-0.869288632076775,-0.601461535329218,0.00444176269892275,0.000376608785556248,0.0354154732692333,0.000730970183869739,7.37549649568585e-05,0.00826658402086218,"ADIPOR1_ADIPOR2"
0.0803818413919852,-1.25982181984496,-0.929045872121882,0.670380052726254,0.00173297984635951,0.0283022504152089,0.563428092110269,0.000491811241032339,0.00589718593959498,"ADSS_ADSSL1"
0.141037506642473,-0.473025608554044,-0.2190047443405,0.376743302460379,0.158444823043407,0.591183334221229,0.253060152786149,0.104831671333505,0.441354640064074,"AFG3L2_SPG7"
0.0657581480291849,-0.0451661039290831,-0.0389414871145663,0.499138347486385,0.88821949583571,0.882814608897812,0.372153528604458,0.854659565262572,0.826451056442232,"AGFG1_AGFG2"
-0.0785282698856382,-1.1956899861815,0.656709261211722,0.801565753580413,0.0025790634222553,0.0740768695105221,0.730225728492652,0.000779565769951223,0.023012965339121,"AHR_AHRR"
-0.362796661173371,-0.326597832467479,0.542756556755079,0.010273077692783,0.112484419146623,0.0230278576327537,0.00208739278056548,0.0695117821090801,0.00448569518958761,"AK2_AK8"
0.116514776145168,0.034897362259827,0.762260040438988,0.760136930057567,0.958249552768319,0.0909524317221406,0.676470786890457,0.939744313714018,0.0303174772407135,"AK3_AK4"
0.467765687208155,-1.17741624679811,-0.144575238168016,0.000151070606361891,6.6856513305305e-05,0.5528708938819,9.76694936176792e-06,8.25181146589406e-06,0.40246772879564,"AKT2_EGFR"
-0.0660066652972199,-0.372074070802273,-0.640332928063421,0.813302768564579,0.447750298418166,0.113720668873225,0.743212780887174,0.356876149579306,0.0413442901948837,"ALAS1_ALAS2"
0.440124046477619,0.0549575060188572,0.559720438137317,0.00633172085250479,0.884405746722006,0.0168134432588248,0.00114832216972379,0.846534467895119,0.00283939882534929,"ALK_LTK"
-1.72117477294272,-1.64685517793947,-2.0466500754998,0.00446677984996813,0.028879670590909,0.000542167975182935,0.00074297268513719,0.0143549664062285,2.77684689220479e-05,"ALKBH4_ATR"
0.310142200507498,-0.0645505592737709,-0.175494015755948,0.000774403623653365,0.810705362982087,0.573887343651118,7.67251281201487e-05,0.753527150983351,0.423067244102168,"ANKRD11_ANKRD12"
0.181724981750021,-0.743410742029862,-0.0559200743785337,0.199900260007242,0.0485058735052841,0.864236821236967,0.103726583278317,0.0263503779663466,0.788044658155622,"ANKRD55_INVS"
0.225585358245815,-0.618623554573516,-0.154387962212013,0.125722157515026,0.129352852020013,0.646957600354329,0.0554190870658175,0.0827597592269103,0.500835354766323,"ANKS4B_USH1G"
-0.123861132882224,0.0801400840230486,-0.203299105776571,0.646209482559205,0.731212455256079,0.425032802986716,0.53498115012878,0.655082862937227,0.273719697641319,"ANKS6_KIDINS220"
-0.12727577266452,-1.06875720096346,-0.0185978898056231,0.733876180521727,0.0638015082038817,0.969215096105855,0.638367525625953,0.036266684344272,0.949515242637617,"AP000304.12_ATP5O"
-1.47709374922727,-1.62889831081324,-0.648917692297357,0.00281087237812437,0.000590323728049607,0.035489445193486,0.000410656417962754,0.000129395777176304,0.00835224853543641,"AP2A1_AP2A2"
0.408751510043425,-0.074887757501773,0.266276664869442,1.0278172771189e-05,0.848655306392401,0.199194018735195,1.32227160864939e-07,0.801626548859321,0.0944959030943618,"APC_APC2"
-0.044158963014449,-1.47241107153617,-1.20199939136885,0.796350977979483,5.85287018905768e-05,0.000338717837949687,0.724137791059429,6.92085878732835e-06,1.59262795341582e-05,"APH1A_APH1B"
-0.116603290478444,-1.0607544088769,-1.07777619912008,0.514339538740698,0.000594398832557949,0.00722288737968733,0.392288832717455,0.000131272089719966,0.000915748106072869,"ARFGEF1_ARFGEF2"
0.156743717450473,-0.392877271965534,-0.207162236238885,0.225245268056906,0.253282178241138,0.340885559534492,0.121597757277918,0.181401929504358,0.198998962096439,"ARFIP1_ARFIP2"
