"paralog_pair","GI_score_RPE1","GI_score_HAP1","fdr_RPE1","fdr_HAP1","p_val_RPE1","p_val_HAP1"
"EBF1_EBF3",-0.441973180361445,0.215107676233988,0.104510555389054,0.058222654608411,0.0394206480853449,0.0159564994195111
"EEF1A1_EEF1A2",0.436442560501574,0.461856223191877,0.169275891076408,0.0664828750649463,0.0789459199610735,0.019633831525028
"EFHD1_EFHD2",0.567637565722303,0.248493284912866,0.0502600989517155,0.425082024376699,0.0149884934459459,0.27841629666778
"EGR2_EGR3",-0.188440747211698,0.210151200738774,0.660518713671715,0.282004351676745,0.516682605275662,0.152833863201469
"EHBP1_EHBP1L1",0.512357036139409,-0.352117573806157,0.104156548060496,0.0666010608400698,0.0388302920400972,0.0197661043136465
"EIF1_EIF1B",-0.624405461167421,0.185976223204821,0.409881664857057,0.681100824632015,0.266200543757519,0.540463002916652
"EIF4A1_EIF4A2",1.0320746003477,0.714276877112846,6.708897889272e-05,0.00820108932228433,7.84666419797895e-07,0.00100724576104489
"EIF4EBP1_EIF4EBP2",-0.0554309329937333,-0.481852305213738,0.934610149094694,0.0510552890057316,0.897325585763993,0.0129584559181787
"EIF4G1_EIF4G3",-0.0635443772395826,0.291898249621965,0.714993483252586,0.142146968932565,0.595827902710489,0.0559028284252339
"ELAVL1_ELAVL2",0.707709629685766,0.0805568955075916,0.00185380201670824,0.548837313751856,0.000122713230539199,0.406011229179005
"ELK3_ELK4",0.0795758740381402,-0.0608663219831397,0.822879163042387,0.820295618070377,0.743478542047069,0.71116272151423
"ELMO2_ELMO3",-0.0850408999600848,0.0620237184026956,0.697792462434885,0.605870325794142,0.569251745670564,0.459717396326257
"ELMOD1_ELMOD2",0.577625587766214,-0.190638104206746,0.0234487353944076,0.306635827455246,0.00503942120318408,0.172594727441915
"ELOVL1_ELOVL7",-0.259757998534098,0.287011041665849,0.160158814579369,0.0715671961194655,0.0725865972508837,0.0219723847735201
"EMC8_EMC9",-0.0398428668733104,0.205483998296233,0.926331634080356,0.123904276933038,0.876223051535073,0.0454677975295213
"EME1_EME2",0.412617458357458,0.136402119172328,0.206731356825334,0.279768045975182,0.103970156064203,0.150109463264462
"EMX1_EMX2",-0.21958383761626,-0.0281857680280263,0.276416442255828,0.856668152487982,0.154777042959038,0.775259629225235
"EN1_EN2",-0.0113617219064988,0.320044131615892,0.965288478563118,0.00847319461544351,0.946942352508556,0.00107235820946983
"ENOX1_ENOX2",-0.465756859287483,-0.141999061715327,0.00374107227714357,0.242644771255566,0.000415674697460396,0.122741360898283
"ENTPD5_ENTPD6",0.358115284058047,-0.216973597684309,0.178727463781316,0.0176874950325979,0.0851829725039608,0.00315478712569729
"EP400_SRCAP",0.739661294371011,0.115750490402839,5.19310746677159e-05,0.193740028133131,5.31458366482472e-07,0.0864016729025047
"EPC1_EPC2",0.691264606316837,0.320225262172424,0.22404966592732,0.233849993692307,0.113990180910391,0.114189909200629
"EPS15_EPS15L1",-0.275620404314251,-0.203605231289042,0.561646610599528,0.279299908020497,0.419592716398185,0.149041617584037
"ERC1_ERC2",-0.304646731202923,0.288769960495026,0.0953711779395191,0.0598635868533318,0.03430016048702,0.0170520366436165
"ERLIN1_ERLIN2",0.103764675446947,0.0155245303120947,0.649715435336218,0.889406426693188,0.506466110488897,0.8204904316424
"ESRP1_ESRP2",-0.0838925107953739,-0.0586069832937761,0.714993483252586,0.659525172421331,0.594578257117419,0.513928241082704
"ESYT2_ESYT3",-0.289594747666409,-0.0145863385951963,0.0280617202458904,0.890233210228735,0.00681030052751142,0.823856172623961
"ETS1_ETS2",0.029567600531846,0.0993724548749459,0.91299482014253,0.375299611727133,0.854950804354201,0.227145397009015
"ETV1_ETV4",0.284851444203795,0.0502400776291996,0.366337779587975,0.818274422181689,0.227622158369722,0.708214119782982
"EXOC6_EXOC6B",-0.430466517204492,-0.238555101447766,0.0842395512816178,0.0426985910219969,0.0295239677973252,0.00989670747770991
"EXT1_EXTL1",0.0214722320115482,0.119718580914732,0.928575758307552,0.546056751981458,0.883776050669907,0.403155935307948
"FAM49A_FAM49B",0.353514577698975,-0.0786447333082322,0.0232136814400883,0.336540294451223,0.00495496709101299,0.191930175106962
