,RPE1.T18,RPE1.T24
MBNL1_MBNL2,0.09440714959210764,-0.45244591905877285
MBNL1_MBNL3,-0.6999071529235725,-0.6287319729921256
MBNL2_MBNL3,-0.3791987034429966,-0.6351137955435491
MCTP1_MCTP2,-2.5490168253002556,-1.5894201420315268
MECOM_PRDM16,-1.7338547675922649,-1.4448822936693833
MED13_MED13L,-0.20344071717754164,-0.4814979845245999
MEIS1_MEIS2,-1.442978630887255,-1.2360824702465425
MET_MST1R,-0.5898015218715253,-0.1214230842092963
METRN_METRNL,-0.768810867173448,-1.7542821644077036
MGRN1_RNF157,0.1833932467018393,-0.287165701235003
MICALL1_MICALL2,0.2251818414525831,-0.02421690901364283
MIER1_MIER3,-0.8726481794257367,-0.23758400136397068
MKNK1_MKNK2,-0.2698741157032965,-0.6712269392601455
KMT2A_KMT2B,-1.0202094595413007,-1.8432407831186461
MLLT1_MLLT3,1.8423014713156354,2.076635113983935
MLLT10_MLLT6,-1.0206782947138042,-1.013106748401813
MLXIP_MLXIPL,-0.44052237618639617,-0.22884869710012706
MME_MMEL1,-0.5899162336979816,0.2908625026530036
MOB1A_MOB1B,2.7988191841951515,2.4139958707248805
MPRIP_TRIOBP,0.193547361081232,0.3597324997155201
MSI1_MSI2,0.039843916057586776,-0.21749046914289022
MSX1_MSX2,0.12681468612931288,0.03069742091200763
MTMR3_MTMR4,2.0350366644513205,1.7327237934347788
MTMR10_MTMR12,-0.7644618368031734,-0.2539315019070372
MTSS1_MTSS1L,0.6047879459078954,0.19779905876701195
MTX1_MTX3,1.0235031108021726,1.3021487135490406
MYB_MYBL1,-0.42113319031312574,-0.26452726477097604
MYC_MYCN,0.4607313617339401,0.8729008434688348
NAA15_NAA16,1.367443535846381,0.7922821172113391
NAB1_NAB2,-0.5524949443535007,-0.4808650968218736
NAV1_NAV3,0.34701961828955696,0.11193923993947284
NBEAL1_NBEAL2,-0.37758220948251237,-0.027473559021658697
NCOA1_NCOA3,1.0086965399170889,1.8294361514927937
NCOR1_NCOR2,0.3586063343631808,-0.02859847562507958
NDE1_NDEL1,0.03581814753225576,0.14695042266222855
NDFIP1_NDFIP2,0.8181143001658845,1.0586841807090401
NEDD4_NEDD4L,3.0940165242643025,2.3915513184871724
NEK6_NEK7,0.12526205365570536,0.4759554218616186
NFKBID_NFKBIZ,-0.9274941908803654,-0.6441124928895787
NID1_NID2,0.652983198450828,0.7569829516777439
NIPAL1_NIPAL4,0.20544521687806622,0.0173624714532672
NKTR_PPIG,-0.8322654666904249,-0.8517029160766348
NKX2-1_NKX2-4,2.572626777870381,1.9773198154528597
NLGN1_NLGN4X,-1.1013850038386936,-1.4476936121402413
NLN_THOP1,-1.1388695960338668,-0.5573983437422203
NOTCH1_NOTCH2,0.7277428210794186,0.11356489288791088
NOVA1_NOVA2,-0.016345404825188863,-0.017028984686446744
NPR1_NPR2,2.389118036072518,1.2445293350550877
NR2C1_NR2C2,0.09984380334720921,0.24627241401852248
NRBP1_NRBP2,-1.055023136006189,-0.5932706527562549
NT5C2_NT5DC4,0.22503649120205388,0.05858841457669053
NUCB1_NUCB2,-1.0384827257092109,-1.5281343424793075
NUMB_NUMBL,1.1439732655458585,0.9568987589663682
OGDH_OGDHL,0.5341093456428345,0.587156764085751
ORMDL1_ORMDL3,0.39921953539768823,0.42405429372782577
OSBP_OSBP2,-0.3949761630605599,0.03794967177987221
OSBPL5_OSBPL8,-0.9300827119158558,-0.8921350493387638
OSR1_OSR2,-0.3987240319353087,-0.0994187038124928
OTUB1_OTUB2,1.0192803852809167,0.6039286385418302
OTX1_OTX2,0.19238137438352518,0.7884703665893019
P4HA1_P4HA2,1.23027651121049,1.3733684327942326
PACS1_PACS2,2.0512046968059305,1.306596087840106
PAFAH1B2_PAFAH1B3,-1.7659266963467188,-1.549538284156909
PAK2_PAK3,0.18778569998735806,0.20515144423942883
PAK4_PAK6,0.8225561319081883,0.8060504093128
PAPD5_PAPD7,0.9661430942557285,1.5135176039756102
PAPSS1_PAPSS2,-0.9435584254809004,-0.3350627486324784
PARP6_PARP8,-1.1736713195294064,-1.7291184646206454
PARVA_PARVB,0.40240296095976313,0.9916147406736493
PDE8A_PDE8B,-0.445123013930345,-0.295035832509177
PDP1_PDP2,-0.5791110903938631,-0.5986965595255569
PDS5A_PDS5B,-1.2200228183643995,-1.2934971177669627
PEX5_PEX5L,0.26022055857657633,0.917653741191195
PGM2_PGM2L1,-0.33715913951619747,-0.04678862183541518
PGRMC1_PGRMC2,2.278353903781458,1.52289107086122
PHACTR2_PHACTR4,-1.0826340467083713,-0.8799721113082067
PHF20_PHF20L1,-0.11005678201492104,0.20689806028221092
PHKA1_PHKA2,1.9033909678022216,1.7955397257579064
PHLDB1_PHLDB3,-0.4703321590787629,0.2513423523782091
PI4K2A_PI4K2B,1.1755216447475185,0.9030877140578835
PIEZO1_PIEZO2,0.1349348272379168,0.46988851366790957
PIK3CB_PIK3CD,-0.5113215120798833,0.08174815960379014
PIP4K2A_PIP4K2B,0.3339409637927028,0.6405941611401272
PITPNA_PITPNB,-1.2594627334655855,-1.5761065558796314
PKN2_PKN3,1.2449249137950111,1.4206236147639424
PLCB1_PLCB3,-0.30483314070210155,-0.8105848916281151
PLCD3_PLCD4,-1.8696410250820419,-1.5367470380996306
PLCG1_PLCG2,-0.9518144159945954,-0.8707746146565234
PLCL1_PLCL2,0.24998018419872145,0.9336720929779136
PLEKHB1_PLEKHB2,0.016951581018410794,-0.0161612630544454
PLEKHH1_PLEKHH2,-0.020127771690850855,0.11480738646014317
PLK2_PLK3,1.7566108257808544,1.8105776931532158
PLOD1_PLOD2,-1.6534214494911517,-1.22203256389681
PMM1_PMM2,0.30151558833758674,-0.25636990442084145
POC1A_POC1B,2.5176277232459117,2.143719890932103
POGZ_ZNF280D,0.8940473776892962,1.111601345725284
PPA1_PPA2,0.7411295064533234,0.4463709685403324
PPARGC1A_PPRC1,-0.5563628095149422,-0.6191819047163357
PPFIA1_PPFIA3,-0.177407442853042,-0.21392896621331173
PPIB_PPIC,-0.5554358711742555,-0.8130551028482821
PPM1E_PPM1F,-0.09513692524786588,0.006789040427178561
PPP1CA_PPP1CC,-0.11719692849410289,-1.1696437462204954
PPP1R3B_PPP1R3C,0.8638453989524082,0.8743176472663391
PPP1R3D_PPP1R3E,-0.11384153642219862,-0.6102394715238215
PPP1R14A_PPP1R14B,-2.83240691257283,-2.3890800732209363
PPP1R16A_PPP1R16B,0.9412912424714143,1.2686636337060893
PPP2CA_PPP2CB,0.7526207801693312,0.5045284893617673
PPP2R5C_PPP2R5D,-0.18618363660648815,-0.04788740514300397
PPP3CA_PPP3CB,-0.40852197628497616,-0.6381560406835726
PPP6R2_PPP6R3,2.099947714865629,1.9608910670101862
PREX1_PREX2,1.493713098348883,1.4833564706508133
