,HeLa
CLASP1_CLASP2,0.6814273191102315
CLCA1_CLCA4,0.7039468987674126
CLCNKA_CLCNKB,0.47882615858738115
CLDN17_CLDN8,1.644294045118577
CD209_CLEC4M,0.5223608726776751
CLEC4C_CLEC6A,0.7521550570101662
CANX_CLGN,0.6516769092484523
CLTA_CLTB,-1.3900748625004369
CLTC_CLTCL1,0.032485860987072644
CLVS1_CLVS2,0.6993118802129236
CNNM2_CNNM4,-0.20062892089235462
CNOT6_CNOT6L,-1.342980654554405
CNOT7_CNOT8,-6.919397317046959
COL4A2_COL4A6,-0.47900531517149514
COPG1_COPG2,1.635345625134408
COPZ1_COPZ2,-0.8158618392079371
COQ10A_COQ10B,-2.729424246275236
CORO2A_CORO2B,0.9136465886319668
COX6A1_COX6A2,-0.3784662763145158
COX7B_COX7B2,2.041325777204001
CPEB3_CPEB4,-1.5662269531268724
CPLX1_CPLX2,-0.3261838812702025
CPLX3_CPLX4,-0.9857693907423689
CRABP1_CRABP2,1.3800503926730356
CRISP2_CRISP3,0.182022696951784
CRK_CRKL,-1.6819247950349037
APCS_CRP,-0.09152582416518296
CRY1_CRY2,-0.10071264102602046
CRYBB2_CRYBB3,-0.47778734653544164
CARHSP1_CSDC2,0.30259686352436754
CSGALNACT1_CSGALNACT2,1.0233244460091082
CSTA_CSTB,0.10097349280322869
CSTF2_CSTF2T,-4.543093956245837
CTPS1_CTPS2,0.45954861392296326
CTXN2_CTXN3,0.4884820092775574
CUL4A_CUL4B,-4.207561326548389
CXCL5_CXCL6,-0.30596146336220303
CXCR1_CXCR2,0.916706387367027
CXorf40A_CXorf40B,-0.24469931876625065
CYFIP1_CYFIP2,0.009413631351853661
CYP11B1_CYP11B2,0.1935738863432319
CYP26B1_CYP26C1,0.08105305572023895
CYP4X1_CYP4Z1,-0.9016285981798424
DAAM1_DAAM2,-0.3873791486608919
DDI1_DDI2,0.6601774312742124
DDR1_DDR2,-0.37166345766703146
DDT_DDTL,1.4137013415838038
DDX39A_DDX39B,-6.0705467946618485
DDX3X_DDX3Y,1.303182203289286
DDX17_DDX5,-1.3428603002659192
DDX21_DDX50,-0.5246449675746214
DDX43_DDX53,0.08589900372162278
DDX60_DDX60L,-0.11322656472981715
DEFB131A_DEFB131B,-0.036827569846433914
DEGS1_DEGS2,0.40111452278162857
DENND5A_DENND5B,-0.3950688520986133
DENND6A_DENND6B,-0.37362057438542506
DERL2_DERL3,0.028980459772984336
DGKD_DGKH,1.392251683091857
DGKI_DGKZ,0.16125201310606904
DHFR_DHFR2,1.5172959504637114
DHRS4_DHRS4L2,-0.11246560798710874
DIRAS1_DIRAS2,0.3107368354519162
DLX1_DLX6,-0.7814756906135083
DMXL1_DMXL2,-3.2167207396693005
DNAH11_DNAH17,-0.7220104845210341
DNAH3_DNAH7,0.114300331692267
DNAJC5_DNAJC5B,0.1925368632706437
DNASE1_DNASE1L2,0.6663766662686468
DOC2A_DOC2B,0.8162721486985598
DOCK3_DOCK4,2.999927146777867
DPP8_DPP9,-0.4165292821124153
DPY19L1_DPY19L2,0.39918977214839035
DRD1_DRD5,0.18703033070017225
DSCAM_DSCAML1,-0.24346018940516465
DTNA_DTNB,0.3089967302221409
DTX1_DTX4,0.9915212584446359
DUOX1_DUOX2,1.4371209254512478
DUSP18_DUSP21,1.321995438736236
DYNC1I1_DYNC1I2,-3.448761617100136
DYNC1LI1_DYNC1LI2,1.7388713596695793
DYNLL1_DYNLL2,-0.3232436429496287
DYNLRB1_DYNLRB2,-1.7547578790838811
DYNLT1_DYNLT3,-0.839458301625047
DYRK1A_DYRK1B,-0.34531502690445154
DYRK2_DYRK3,-0.8563816377878543
E2F4_E2F5,1.7966256731324686
EAF1_EAF2,-3.697550037895597
EDDM3A_EDDM3B,0.08160982857112134
EEF1A1_EEF1A2,2.2915155729832954
EFHD1_EFHD2,0.972448752237224
EFNB1_EFNB2,-0.3773600215286335
EFR3A_EFR3B,-0.06083978521176578
EIF1_EIF1B,-4.579881132263757
EIF4E_EIF4E1B,4.824671678275333
ELMO1_ELMO2,-0.2875187016773741
ELOVL2_ELOVL5,0.7752303099696671
ELOVL1_ELOVL7,0.04422158711462754
EML5_EML6,0.7669522534541661
EMX1_EMX2,-0.5093396619440472
ENOX1_ENOX2,0.5984704761841024
ARPP19_ENSA,-2.868046341725283
ENTPD4_ENTPD7,0.3130697110382828
CREBBP_EP300,-2.3413808763361326
EPC1_EPC2,-3.7122795343475112
ERC1_ERC2,0.2786333882089156
ERLIN1_ERLIN2,1.0380123920004436
ERO1A_ERO1B,0.12637105805739726
ESRP1_ESRP2,-0.11511403910671145
ESRRA_ESRRG,0.49044964205524905
ETS1_ETS2,-1.111995076633209
EVI5_EVI5L,0.07629436824439167
EXOC6_EXOC6B,-1.3531798873871892
EZH1_EZH2,-0.3986132301163764
FAHD2A_FAHD2B,0.3920093915021069
FAM102A_FAM102B,-0.13072270225181756
FAM120A_FAM120C,0.3956058837496134
FAM126A_FAM126B,-3.147128688995518
FAM133A_FAM133B,-0.5012132678606485
FAM160B1_FAM160B2,-0.417705260635827
FAM168A_FAM168B,0.04297363422437654
FAM200A_FAM200B,0.07744218360541372
FAM209A_FAM209B,1.7638712381743007
FAM24A_FAM24B,2.799127476992236
FAM47A_FAM47B,-0.8511174363299002
FAM49A_FAM49B,-0.14282304002756535
FAM50A_FAM50B,-0.2665085065314399
FAM76A_FAM76B,0.5771717737615638
FAM78A_FAM78B,0.6197418385532327
FAM9B_FAM9C,-0.5172986890255473
DPP4_FAP,-1.2548499786094236
FAR1_FAR2,-0.40338050420115334
FARP1_FARP2,-0.36487370767821603
FAT1_FAT3,-0.5283507608443878
FBP1_FBP2,-0.26318008743589916
FBXL2_FBXL20,-1.1006539158568522
FBXO17_FBXO27,-0.4083850778908305
FBXO25_FBXO32,1.6609682798547185
CDRT1_FBXW10,0.3543108694450658
BTRC_FBXW11,-2.4332325407855677
FCGR1A_FCGR1B,0.11411609589813028
FCGR3A_FCGR3B,-0.8570005147071019
FCN1_FCN2,1.740509150576699
FEM1A_FEM1C,1.0124463945750743
FER_FES,1.3976620117785796
FEZF1_FEZF2,0.1262943623389015
FKBP10_FKBP9,2.175303763230194
FLVCR1_FLVCR2,-1.176108561470522
FN3K_FN3KRP,-0.47904787106455926
FNDC3A_FNDC3B,-1.0007590356176472
FOXR1_FOXR2,-0.7692117956200506
FRAT1_FRAT2,0.160646253377744
FRMD3_FRMD5,1.3877044821288573
FRY_FRYL,-0.1272763557473996
FSCN1_FSCN2,-0.709406942436789
FSD1_FSD1L,-0.2462128645446614
FSTL4_FSTL5,2.0562104475251144
FUCA1_FUCA2,-0.0346170410204033
FUT1_FUT2,1.4989473153093975
FZD3_FZD6,0.6001330056105606
G3BP1_G3BP2,2.2177639469022616
GABPB1_GABPB2,-2.1801584039106925
GAD1_GAD2,0.016907294362151323
CSAD_GADL1,1.3779292901837112
GALNT1_GALNT13,-1.1610236334752977
GALNT3_GALNT6,-0.5523890652461786
GALNT10_GALNTL6,-0.2890826337405693
GALR2_GALR3,0.6969883230556526
GAPDH_GAPDHS,1.6301655476680232
GATA2_GATA3,0.2596788298641706
GDI1_GDI2,-1.2030220616726843
GFOD1_GFOD2,-0.9792975973788426
GFPT1_GFPT2,-4.5620683704325
GIT1_GIT2,0.0333169557708944
GLB1_GLB1L,0.23472385590979755
GLB1L2_GLB1L3,0.31503951244608897
GLS_GLS2,-2.0176097991764763
GLUD1_GLUD2,0.7282115600610081
GMFB_GMFG,-0.4315352373926907
GMPR_GMPR2,-0.7645738557965279
GNA12_GNA13,0.849702137273488
GNPDA1_GNPDA2,0.23298630195707298
GOLGA7_GOLGA7B,0.543812915256202
GOLPH3_GOLPH3L,-1.0098345795128816
GOLT1A_GOLT1B,0.10657578866711745
GPAT3_GPAT4,-1.4929021594420133
GPC4_GPC6,-0.10109565525554233
GPD1_GPD1L,-1.1624260500846026
GPR21_GPR52,1.373303980732693
GPSM1_GPSM2,0.11014027068525808
GPX1_GPX2,-0.7670512081922396
GREB1_GREB1L,0.2322473422029486
GREM1_GREM2,-1.137023472803188
GRHL1_GRHL2,1.6764980590940974
GRID1_GRID2,0.3692769102004735
GRIK4_GRIK5,0.9964227363365451
GRIN2A_GRIN2B,-0.43891223571143423
GRIP1_GRIP2,1.7109949570177685
GRK2_GRK3,0.34775419295256355
GRM2_GRM3,0.8344133226908417
GRM1_GRM5,0.9760517018841945
GSK3A_GSK3B,-8.292619303340546
GSPT1_GSPT2,2.177053958566531
GSTO1_GSTO2,-0.3162821421137951
GXYLT1_GXYLT2,-0.4035788858381823
GYS1_GYS2,1.0169291796559876
H2AFV_H2AFZ,-2.1967902327097613
HACD1_HACD2,0.49498046399895934
HAND1_HAND2,-0.8872715489257794
HARS_HARS2,1.7420293445317976
HCRTR1_HCRTR2,0.645187439437663
HEATR5A_HEATR5B,1.0334752458349592
HECW1_HECW2,-0.9301120114943445
HEXA_HEXB,-0.7719646711297127
HEY1_HEY2,-1.0617526999859617
HIGD1A_HIGD1C,4.427288539153366
HMGCL_HMGCLL1,0.3569727252050678
HMGCS1_HMGCS2,0.5274713294275593
HMGN2_HMGN4,0.41252152274419357
HNF4A_HNF4G,0.9162354442470236
HNRNPAB_HNRNPD,-1.869139258803876
HNRNPL_HNRNPLL,-0.7509766156486268
HOOK1_HOOK3,-1.4028396860322212
HOXA5_HOXB5,0.09304252359172555
HOXA6_HOXB6,0.3841012968036689
HOXA7_HOXB7,0.8691846305812349
HP_HPR,0.5380783568810422
HS6ST1_HS6ST3,-0.12270868161507599
HSD17B11_HSD17B13,1.0463249257021459
HSD3B1_HSD3B2,1.0566457447803752
HSP90AA1_HSP90AB1,-2.537251627364238
HSPA12A_HSPA12B,0.08694021712907482
HTN1_HTN3,0.13095101603590317
HTR1B_HTR1D,0.09891282250697755
HTR1E_HTR1F,-0.3555078658978193
IDH1_IDH2,0.49588675962431716
IDI1_IDI2,0.3566686507252038
IFFO1_IFFO2,0.7830664696672185
IFIT2_IFIT3,-0.3807838958482785
IGFL2_IGFL3,-0.7313497687387283
CHUK_IKBKB,-0.21251586393856392
IL1RAPL1_IL1RAPL2,-0.46621907447969874
IL36A_IL36G,0.49186243874705227
IMPDH1_IMPDH2,0.06253645647603187
INSIG1_INSIG2,-1.0107593877705143
INTS6_INTS6L,-2.105042090833753
IPO7_IPO8,-0.18584358304968843
ACO1_IREB2,-1.460522438915727
ISL1_ISL2,-0.5093725813952535
ITGB3_ITGB5,2.668312462758182
ITIH1_ITIH3,3.3222336625612607
ITLN1_ITLN2,0.7909036195166164
ITSN1_ITSN2,0.6213110188849474
JAG1_JAG2,0.16647579408170304
CTNNB1_JUP,-1.081177108020916
KAT2A_KAT2B,-2.263090680852053
KATNA1_KATNAL1,-0.9698154002781432
KBTBD6_KBTBD7,0.732768069094455
KCNB1_KCNB2,0.044283642963622534
KCNH1_KCNH5,-0.9276061223863281
KCNJ10_KCNJ15,0.42445177818490215
KCNJ11_KCNJ8,1.0818091579024829
KCNK12_KCNK13,0.008764348885396409
KCNK3_KCNK9,-0.6288798665653197
KCNS2_KCNS3,1.545413641225283
KCNT1_KCNT2,0.23252562958079132
KCTD1_KCTD15,-0.4350406943884348
BTBD10_KCTD20,-0.7692688724249772
KCTD2_KCTD5,0.2273727861094342
KDELC1_KDELC2,1.0084120575461348
KDM5C_KDM5D,0.27146692713121306
KHDRBS2_KHDRBS3,0.815618778395816
KIAA1324_KIAA1324L,0.5565519854833856
KIF13A_KIF13B,0.5151981294340402
KIF21A_KIF21B,0.8627696385071726
KIF3B_KIF3C,1.5277747202972014
KIF4A_KIF4B,2.2032108172790092
KLF6_KLF7,-0.21039496444497433
ENC1_KLHL25,0.5322920378591622
KLHL2_KLHL3,0.7482983709491489
KLHL13_KLHL9,0.05884979084386991
F11_KLKB1,-0.24832002106426054
LANCL1_LANCL2,0.6105002887252035
LARGE1_LARGE2,0.8610260641282955
LARP1_LARP1B,-1.1729560488098978
LCE3D_LCE3E,1.1372551394952937
LDB1_LDB2,-0.7016547253376056
LEFTY1_LEFTY2,-0.3590560861071912
LGI1_LGI2,0.6380512783503017
LGR5_LGR6,1.7411921801359231
LHFPL1_LHFPL6,0.846816349262836
LHX3_LHX4,-0.9898960035493203
LHX1_LHX5,-0.11035665235580018
LHX6_LHX8,-0.2561009639292441
LHX2_LHX9,-1.0341625722367935
LIN28A_LIN28B,0.7573449299167123
LLGL1_LLGL2,0.35570125487993187
LMAN2_LMAN2L,-0.5646462415944736
LMBR1_LMBR1L,0.15549950256490302
LMNB1_LMNB2,-0.31433222105058306
LMO1_LMO3,1.3319277151720978
LMX1A_LMX1B,-0.018177485958810392
LRIG2_LRIG3,0.5345005828753354
LRP1_LRP1B,-1.3698875061373514
LRP5_LRP6,-0.06261966027583074
LRRN1_LRRN3,0.7211575607345082
LRRTM3_LRRTM4,0.06573923029254339
LYPLA1_LYPLA2,-0.3975661457858499
LYZL1_LYZL2,0.16282407616306627
MAB21L1_MAB21L2,-0.05985486137939953
DST_MACF1,0.35140023550715305
MAGOH_MAGOHB,1.3758835156176823
ICK_MAK,0.09340034833960376
MAN2A1_MAN2A2,1.0057215454838095
MANEA_MANEAL,1.4862274384388068
CDNF_MANF,0.5264939021678631
MAOA_MAOB,-1.015598366568816
MAP2K1_MAP2K2,-2.759558056547835
MAP3K12_MAP3K13,0.11529799449585111
MAP3K2_MAP3K3,-0.6120001741047406
MAP3K15_MAP3K5,-0.7910488377705325
MAPK1_MAPK3,-2.81193905836297
MAPKAPK2_MAPKAPK3,1.6846500260510235
MAPRE1_MAPRE3,-0.30515880502113013
MAT1A_MAT2A,0.5508267869529616
MBOAT1_MBOAT2,0.7896011650103734
L3MBTL2_MBTD1,0.9117743015893385
MDGA1_MDGA2,-0.8167594827218689
MED12_MED12L,0.24627269621324757
MED13_MED13L,-2.99966683136916
MEGF10_MEGF11,0.9824511735900036
METTL2A_METTL2B,1.6428028207496692
METTL7A_METTL7B,-1.058160427672691
MFN1_MFN2,-1.1555428628741131
MGAT4A_MGAT4B,0.38542140802153757
MICA_MICB,2.078436376557887
MID1_MID2,-0.4296749005341618
MKNK1_MKNK2,-0.7108516721616008
MLLT1_MLLT3,-0.003944377970123656
MMD_MMD2,0.4562575120836782
MME_MMEL1,0.32806601365944643
MOGAT1_MOGAT2,-0.011158299308097315
MORF4L1_MORF4L2,0.6346108595640936
MPP2_MPP6,-0.9405180453206642
MPP3_MPP7,-0.42632502400862893
MPPED1_MPPED2,0.04049672717506956
MRFAP1_MRFAP1L1,1.8171662987371198
MSI1_MSI2,-0.19662001143292338
GDF11_MSTN,0.4267784379956303
MSX1_MSX2,-0.7868674309830261
MTHFD1_MTHFD1L,0.41381128015149155
MTHFD2_MTHFD2L,0.6128911075220105
MTNR1A_MTNR1B,-0.9604623571037091
MTSS1_MTSS1L,-0.07180512562970848
MX1_MX2,-0.41613094913763277
MYO1A_MYO1B,-1.163650479822139
MYO1E_MYO1F,0.12905537937552233
MYO1D_MYO1G,-1.0055439439406402
MYO1C_MYO1H,1.0963931125616053
MYO7A_MYO7B,0.9810406109231579
DYSF_MYOF,1.6546420714858865
GCOM1_MYZAP,1.3616069251702405
MZT2A_MZT2B,0.7577320362414905
NAA10_NAA11,4.063931841032578
NAA15_NAA16,-0.11206157716723258
FOLH1_NAALAD2,-0.9466513690934137
NABP1_NABP2,-4.483633345294796
NAP1L1_NAP1L4,0.2107646381149381
NAPA_NAPB,1.757982779064963
NAT1_NAT2,-1.1565277238686895
NAV2_NAV3,-0.2004292016907524
LRBA_NBEA,0.5970545750887896
NBPF15_NBPF3,1.5764783527210222
NCK1_NCK2,0.10108508396548758
NCKAP1_NCKAP1L,-0.41141233720798615
NDE1_NDEL1,-5.427150634015862
NDUFA4_NDUFA4L2,0.4333239914888693
NECAP1_NECAP2,1.5415225473736616
NEK6_NEK7,-0.28495175668394235
NELL1_NELL2,1.66496462281834
DCC_NEO1,0.2179616075365083
ARHGEF3_NET1,-0.24462543726218744
NETO1_NETO2,-0.725491106944997
NHLH1_NHLH2,-0.25026227854455446
NIPA2_NIPAL1,0.6805354410653122
NIPSNAP1_NIPSNAP2,0.028549370467616898
NIPSNAP3A_NIPSNAP3B,2.5453434152950427
NKAP_NKAPL,2.0776442176710757
NKIRAS1_NKIRAS2,0.5167626085588688
NLRP2_NLRP7,0.18322687375903107
NMT1_NMT2,-0.07453886035817903
NOL4_NOL4L,-0.19059687791082985
NOVA1_NOVA2,0.5676785488048721
NPBWR1_NPBWR2,-0.18811838945367082
NPR1_NPR2,-0.383709219383216
NPTX1_NPTX2,2.050019063280266
NR1H2_NR1H3,0.9437979060000359
NR2C1_NR2C2,-1.2553481772097341
NR5A1_NR5A2,0.3178316171155999
NRBP1_NRBP2,-0.6997699821050463
NSG1_NSG2,-0.3747145754973726
NT5DC2_NT5DC3,-0.9399663961207742
NT5C_NT5M,-0.1811739020069044
NTN1_NTN3,1.1731930111334887
NTNG1_NTNG2,0.6216667495203393
NUCB1_NUCB2,-1.1310603989554564
NUMB_NUMBL,0.4184526137556875
NXPH1_NXPH2,0.17535220657680795
NXT1_NXT2,0.17450309182586754
OBP2A_OBP2B,3.4203258632648783
OCM_OCM2,1.3519900436027275
OGDH_OGDHL,-0.1345681394120731
OSBP_OSBP2,2.9300112294196934
OSBPL10_OSBPL11,-0.523715579766382
OSBPL5_OSBPL8,1.4603304970428466
OTUD7A_OTUD7B,-0.3388250154343706
OXCT1_OXCT2,3.4569807664774928
AVP_OXT,0.3446401347736815
P2RY2_P2RY4,-0.6554722278865276
P4HA1_P4HA2,-0.5157458119881798
PACS1_PACS2,2.2924500900380784
PAFAH1B2_PAFAH1B3,1.161329895351153
PAIP2_PAIP2B,1.5273243371935916
PAPSS1_PAPSS2,-2.413428987262093
PARVA_PARVB,-0.13061821855389172
PAX3_PAX7,-0.6694034491788315
PCK1_PCK2,-0.20136074347072727
PCMTD1_PCMTD2,-1.8549759680872855
FURIN_PCSK4,1.8746834553333636
PCYT1A_PCYT1B,-0.328190387626587
PDCL2_PDCL3,0.4771821328690159
PDE1A_PDE1B,-0.49808634646666156
PDE6G_PDE6H,-0.5469493511867123
PDE7A_PDE7B,0.06708868476585997
PDE8A_PDE8B,-0.9196127834086912
PDHA1_PDHA2,-0.2529428503698072
PDS5A_PDS5B,1.985417641615064
PF4_PF4V1,-0.08325578729522302
PFN1_PFN2,-2.977801595624736
PGK1_PGK2,1.2673428294210076
PGLYRP3_PGLYRP4,-1.5705196401150447
PGM2_PGM2L1,0.6731108106842125
PGM1_PGM5,-0.10093482528679017
BRWD3_PHIP,0.5831257236982786
PHKA1_PHKA2,-0.8698926294464979
PHKG1_PHKG2,1.3944608930572946
PHOX2A_PHOX2B,0.09916017629997262
PHTF1_PHTF2,0.2364565285858106
PHYHIP_PHYHIPL,0.5314492938220441
ETNPPL_PHYKPL,0.17225823406222307
PIK3CB_PIK3CD,0.10728600904941447
PILRA_PILRB,-0.45789804560311825
PITPNA_PITPNB,-8.47417503967906
PKLR_PKM,0.9084741623865913
PKNOX1_PKNOX2,-1.0590295281906066
HRASLS2_PLA2G16,-1.00390436970549
PLA2G2A_PLA2G2E,0.7774060502522024
PLAG1_PLAGL2,0.20841828989259284
PLCB1_PLCB3,0.21620176732375943
PLCL1_PLCL2,-2.353547002284026
PLPP4_PLPP5,1.242636826890479
PLPPR1_PLPPR5,1.2849683048831302
LDLRAD4_PMEPA1,0.48735195858980185
PMM1_PMM2,-2.5296635233367026
MOAP1_PNMA1,0.9599374803869479
PNPLA6_PNPLA7,-0.29498707934850105
POM121_POM121C,3.772847494912007
PPA1_PPA2,2.7442303866324735
PPIP5K1_PPIP5K2,1.7049811763511709
PPM1A_PPM1B,-0.15998222178687246
PPP1R14B_PPP1R14C,1.012417281437439
PPP2CA_PPP2CB,0.12761173368589812
PPP2R1A_PPP2R1B,-0.7504941921110456
PPP3R1_PPP3R2,-0.10358854512683975
PRELID3A_PRELID3B,0.4096570884398128
PREX1_PREX2,0.4213497458406772
PRICKLE1_PRICKLE2,-0.4495667759986905
PRKAA1_PRKAA2,-0.7965300144539006
PRKAB1_PRKAB2,-0.04551669538269564
PRKAR1A_PRKAR1B,-0.13470828308978353
PRKAR2A_PRKAR2B,0.4402290862521482
PRKCE_PRKCH,0.7942582963936347
PRKCD_PRKCQ,-0.024171266972006153
PRKCI_PRKCZ,1.2391214970286268
PRMT1_PRMT8,1.2442593131651574
PROKR1_PROKR2,-0.2690384215761091
