,PC9
PROKR1_PROKR2,0.007610017142166061
PRPF40A_PRPF40B,2.4611906933538914
PRPSAP1_PRPSAP2,1.1389604464534324
PRRX1_PRRX2,0.8561483094059753
PRSS21_PRSS41,-0.8340816253341719
HPRT1_PRTFDC1,0.18385144081404986
ELANE_PRTN3,-0.6494370805890244
PSEN1_PSEN2,-0.3542821219132681
PSKH1_PSKH2,-0.6199743748283675
PSMA7_PSMA8,-0.5929360537337993
PSMB10_PSMB7,1.1277497988848129
PSMB5_PSMB8,1.0866862111563438
PSMB6_PSMB9,0.3155802086447567
NONO_PSPC1,-2.5143202733547443
PTGS1_PTGS2,-1.1735903956233216
PTPN1_PTPN2,-0.19785213426409537
PTPN14_PTPN21,0.9280926610111
PTPN3_PTPN4,-0.8016383115279309
PTPN11_PTPN6,1.0916055408118615
PTPRA_PTPRE,0.7630356069564856
PUM1_PUM2,0.8106961935229311
PURA_PURB,0.3540288967216337
PXDN_PXDNL,0.7338436697838258
PYCR1_PYCR2,-0.27741896527217014
A2M_PZP,0.5748905102677258
PI15_R3HDML,-0.9127656003324546
RAB27A_RAB27B,0.7711785320382657
RAB22A_RAB31,-0.5393811371113867
RAB33A_RAB33B,0.9244981138670867
RAB26_RAB37,1.7686327846758283
RAB39A_RAB39B,0.2927788555594628
RABL2A_RABL2B,-0.32965955856368145
RAD23A_RAD23B,-0.13687313921095867
ARAF_RAF1,-0.5505819538002075
RALA_RALB,-2.1397329550367212
RALGPS1_RALGPS2,0.6478053031299402
RALY_RALYL,1.008964018332786
IPO5_RANBP6,-0.5065348065225543
RANBP10_RANBP9,-0.7342272972769799
RAPGEF2_RAPGEF6,0.7043613445949156
RASA2_RASA3,-1.5651198872637992
RASD1_RASD2,1.1843456209126648
RASGRF1_RASGRF2,0.4392771897186491
RASL10A_RASL10B,0.6726808815687653
RASSF2_RASSF4,0.47213942115926877
RBBP4_RBBP7,-0.8123186751576317
RBM24_RBM38,-0.5175146439965576
RBPMS_RBPMS2,0.3236981524657006
RCAN2_RCAN3,1.7954510773608867
RCBTB1_RCBTB2,0.8836919335085206
RDH11_RDH12,-0.6183502513576851
REEP5_REEP6,-0.46431808956474857
REG1A_REG1B,-0.5335569853708241
RFX2_RFX3,-0.45765530773248275
RGS17_RGS19,1.1547863340030864
RGS6_RGS7,0.029770662348489248
RHBDF1_RHBDF2,-0.5470966245364222
RHBDL1_RHBDL3,0.5581498295309023
RHCE_RHD,0.2084258099047302
RHEB_RHEBL1,0.5922081297985425
RHOBTB1_RHOBTB2,1.2491757489888229
RHOT1_RHOT2,-0.6257142659221718
RIMKLA_RIMKLB,0.9542680675896249
RIT1_RIT2,0.8489058958035411
RLN1_RLN2,0.7393284681012392
RMND5A_RMND5B,-0.7312871095076713
RNASE2_RNASE3,0.26242489471116465
RNF113A_RNF113B,1.188536065599585
RNF144A_RNF144B,-1.315944229870471
RNF121_RNF175,0.1256605112286546
RING1_RNF2,-0.1363802593691538
RNF20_RNF40,0.6630043858980645
RNF38_RNF44,0.8069619073888821
ROCK1_ROCK2,-3.862322466117253
ROPN1_ROPN1B,0.6114753494194026
ROR1_ROR2,0.8273798749149095
RPE_RPEL1,4.509986542069053
RPL10_RPL10L,-0.4523365837725735
RPL22_RPL22L1,-1.0827589138142397
RPL26_RPL26L1,2.9820495132245703
RPL39_RPL39L,1.2278479348639453
RPL3_RPL3L,0.8602425996740815
RPRD1A_RPRD1B,0.02547278275334857
RPRM_RPRML,-1.3416244737360992
RPS27_RPS27L,-0.2566218810107618
RPS6KA4_RPS6KA5,-0.4973864260227795
RPS6KB1_RPS6KB2,0.03407452070292994
RRAGA_RRAGB,-2.0279389805312453
RRAGC_RRAGD,-1.0971154906117302
RRM2_RRM2B,1.5758952948677787
RTP1_RTP2,0.8004276318510354
RUNDC3A_RUNDC3B,-0.58684791436931
SAFB_SAFB2,-0.3286952161215199
SALL1_SALL3,0.747992534130593
SAMD4A_SAMD4B,-0.44803002150527427
SAMD9_SAMD9L,2.3691190735124406
SAP30_SAP30L,1.4657105250059894
SAR1A_SAR1B,-0.19982703927308468
SATB1_SATB2,2.72965329061127
SBF1_SBF2,-0.22262249692274788
SCAMP4_SCAMP5,0.5286712574594082
SCD_SCD5,1.4870932518778255
SCGB1C1_SCGB1C2,0.13995547629038158
SCGB2A1_SCGB2A2,-0.7583892122924677
GSN_SCIN,0.6841776855509059
SDCBP_SDCBP2,-0.23713374273617555
SDF2_SDF2L1,-0.6814193154857334
SDK1_SDK2,-0.8207951284789613
SDS_SDSL,0.3629089550336131
SEC11A_SEC11C,-0.23735358233871964
SEC14L1_SEC14L5,0.130056269027078
SEC23A_SEC23B,-1.5073817457056828
SEC24A_SEC24B,-3.65732678028283
SEC24C_SEC24D,-2.3491105620664063
SEC61A1_SEC61A2,1.5144795911222133
SEMA3C_SEMA3F,0.2314719412205534
SEMA5A_SEMA5B,1.5730398205928826
SEMG1_SEMG2,0.017924905589031277
SEPHS1_SEPHS2,-1.600845225772452
SEPT12_SEPT3,-0.8393309496557629
SERP1_SERP2,0.36606613651768155
SET_SETSIP,2.5295805583130306
SFMBT1_SFMBT2,-1.0183055455175503
SFRP1_SFRP5,0.0944618885746092
SFT2D1_SFT2D2,0.5611570194619233
SFTPA1_SFTPA2,-1.0512543324493797
SGMS1_SGMS2,0.17639804125893851
SGSM1_SGSM2,-0.8855878983839881
SGTA_SGTB,-0.7769339510735801
SH3BGRL_SH3BGRL2,0.35590798127642254
SH3GLB1_SH3GLB2,-0.24746208014620386
KCTD3_SHKBP1,-0.433961043199185
SHMT1_SHMT2,-0.9882279980896588
SHOX_SHOX2,0.21325752315644353
MGAM_SI,-0.14240985868602793
SIAH1_SIAH2,-1.7608590153027541
SIDT1_SIDT2,-0.7443646202024942
SIGLEC10_SIGLEC11,0.27259823087139706
SIPA1L1_SIPA1L2,0.13656057463885207
SIX3_SIX6,0.9400488360193155
SLC11A1_SLC11A2,-0.13674232168343084
SLC16A1_SLC16A7,-0.1459053642165371
SLC16A3_SLC16A8,-0.3449842259571316
SLC18A1_SLC18A2,-0.6998076676052706
SLC1A4_SLC1A5,-0.5747330496667968
SLC20A1_SLC20A2,-0.8304889059926212
SLC22A11_SLC22A12,-0.8599483085062346
SLC22A1_SLC22A2,0.35370647657224874
SLC22A4_SLC22A5,1.0449526826454456
SLC23A1_SLC23A2,0.06750025694432146
SLC24A3_SLC24A4,0.0676722625065521
SLC25A12_SLC25A13,0.7518367077730319
SLC25A15_SLC25A2,0.47521916325278746
SLC25A18_SLC25A22,0.7227418149057241
SLC25A14_SLC25A30,-0.8041497128410733
SLC25A33_SLC25A36,2.8828562892174383
SLC25A28_SLC25A37,-2.188487176926416
SLC25A51_SLC25A52,0.5617485120274422
SLC27A1_SLC27A4,-1.061434404068456
SLC27A2_SLC27A6,-0.622336926310167
SLC28A1_SLC28A2,-0.8911858861086983
SLC2A5_SLC2A7,-0.3950839128550112
SLC35D1_SLC35D2,-1.3666131713226313
SLC35E2_SLC35E2B,1.7035143349137045
SLC37A1_SLC37A2,1.6895399569628815
SLC41A1_SLC41A2,0.21112137314005347
SLC43A1_SLC43A2,0.7604592418326795
SLC52A1_SLC52A2,-0.6261109969730857
SLC5A12_SLC5A8,-0.14380874721090983
SLC6A15_SLC6A17,-0.18282413091538804
SLC6A18_SLC6A19,0.7144882632480514
SLC6A2_SLC6A3,-0.7073099517752591
SLC7A6_SLC7A7,-0.17112923619284634
SLC9A2_SLC9A4,-0.9605898790108568
SLC9B1_SLC9B2,-0.2428840404176989
SLFN12_SLFN12L,1.8729018147442094
SMARCA2_SMARCA4,-0.9831140832954197
SMARCA1_SMARCA5,0.33275739619824923
SMARCC1_SMARCC2,1.087579253906143
SMOC1_SMOC2,0.23208277508515432
SMURF1_SMURF2,-0.41020049445042006
SNAP23_SNAP25,0.9434663889390632
SNCA_SNCB,-1.473587563702062
SNRPA_SNRPB2,-0.32433775079252486
SNRPB_SNRPN,-0.40215968136932
SNX1_SNX2,-0.5598491876576037
SNX12_SNX3,-0.9726868042912196
SORCS1_SORCS3,-0.5579191239292133
SOS1_SOS2,-0.8815048615682853
SOX1_SOX2,-0.2807797031306432
SOX14_SOX21,0.2840529972196315
SOX5_SOX6,-0.6772042442267956
SP8_SP9,-0.8487752401056902
SPAG11A_SPAG11B,-0.1688279564741273
MAPK8IP3_SPAG9,0.45768860221370183
SPOCK1_SPOCK3,0.7530215154565076
SPOP_SPOPL,-1.3143858266858388
SPRED1_SPRED2,0.8992908391190266
SPRR1A_SPRR1B,-0.7658451568957171
SPRR2A_SPRR2B,-0.43108430440480805
SPRY1_SPRY2,0.5141216559476386
SPTA1_SPTAN1,-0.7783909547567333
SPTLC2_SPTLC3,0.0030097312222235246
SRGAP2B_SRGAP2C,1.9607004919913547
GCA_SRI,0.02059677263185198
SRSF1_SRSF9,0.7258514811706152
SSTR1_SSTR4,0.07789965941079453
ST7_ST7L,1.292193535620751
ST8SIA2_ST8SIA4,1.2062524321535908
STAG1_STAG2,-1.6106812645888886
STAM_STAM2,-2.069821730499124
STAMBP_STAMBPL1,2.596178792356468
STAT5A_STAT5B,0.16177968889524053
STEAP1_STEAP1B,0.5964080693359087
STEAP2_STEAP3,-0.7875435973839237
OXSR1_STK39,-4.814354662315259
STK3_STK4,0.22937205210807696
STOM_STOML3,-0.3867899502782117
STRIP1_STRIP2,-0.3695301556928438
STX10_STX6,1.2622996190930138
STX12_STX7,0.5974308788633904
STXBP1_STXBP2,-0.6963875783711635
STXBP5_STXBP5L,0.06753052359964493
SULF1_SULF2,-0.2271153442135882
SUV39H1_SUV39H2,-2.0698808456292332
HNRNPR_SYNCRIP,-1.0559238187309938
SYNGR1_SYNGR3,-1.143229018704784
SYNPR_SYP,-0.061486240485924964
SYT11_SYT4,-0.7386912739666804
TACR1_TACR3,0.05159470148713861
TAF1_TAF1L,3.2294514899003683
TAF9_TAF9B,-0.1959786082347313
TANC1_TANC2,0.41348912812834765
TAOK1_TAOK3,-0.3855497238709597
TAS2R39_TAS2R40,0.08827301224963177
TBC1D22A_TBC1D22B,0.4106243484415046
TBC1D8_TBC1D8B,-1.057541885937698
TBP_TBPL2,1.9270641400787665
TBX15_TBX18,1.2968602818030208
TBX2_TBX3,-0.47922263420421723
TBX4_TBX5,0.23024766041386768
TCAF1_TCAF2,-0.14524879587710032
SCX_TCF15,0.15796761360650352
MSC_TCF21,0.8389794792084436
LTF_TF,1.8327773628016353
TGFB2_TGFB3,0.33448015566839634
TGIF2LX_TGIF2LY,0.2622623478515319
NLN_THOP1,0.053619995947473305
THRA_THRB,-1.3360846976325516
TIA1_TIAL1,-3.4599762950451933
JRKL_TIGD2,-0.9561413572281251
TIMM17A_TIMM17B,-0.8857691630919291
TIMM23_TIMM23B,0.23195078165726957
TLK1_TLK2,-2.151724902764596
TLN1_TLN2,1.1523818844491684
TLR1_TLR6,-0.854446759909755
TMED1_TMED5,-1.8924713155398132
TMED3_TMED7,-0.6807544216820536
TMED4_TMED9,-1.5258548435752661
TMEM120A_TMEM120B,-0.5981032390575103
TMEM184A_TMEM184B,1.0075637861555204
TMEM185A_TMEM185B,0.7001912229567467
TMEM30A_TMEM30B,-0.39019268052106576
TMEM39A_TMEM39B,-1.2518566035554606
TMEM50A_TMEM50B,-0.4175119789964686
TMEM55A_TMEM55B,-0.46640977119708626
TMEM63A_TMEM63B,-0.36384414647732327
TMEM9_TMEM9B,1.1179816055400766
TNFAIP8L1_TNFAIP8L2,-0.7274325804730748
TNKS_TNKS2,-2.027242495229477
TNPO1_TNPO2,-1.5026773664003201
TOB1_TOB2,0.061238190123600274
TOM1_TOM1L2,0.2421770278557157
TOMM40_TOMM40L,0.3093399628930002
TOP1_TOP1MT,1.2000537693331366
TOP2A_TOP2B,0.8615465956591921
TOR1A_TOR1B,1.0834782875992033
TP63_TP73,-1.1210460269892728
TPST1_TPST2,-0.3138889874263648
TPTE_TPTE2,2.3805274944846975
TRA2A_TRA2B,-1.7305909896775613
TRABD2A_TRABD2B,0.5286638876126171
TRAPPC3_TRAPPC3L,4.284205789278578
TRAPPC6A_TRAPPC6B,1.181619414901319
TRIB1_TRIB2,1.2004908168412822
TRIM16_TRIM16L,-2.425248205399997
TRIM2_TRIM3,1.1502282156067642
TRIM54_TRIM63,-0.43008075149793346
TRIM67_TRIM9,2.5514001684209906
TRPC4_TRPC5,-2.454985658889683
TRPM1_TRPM3,0.0645420076435266
TRPM6_TRPM7,0.9326192694987594
TRPV5_TRPV6,0.48881807989299114
CD151_TSPAN11,-1.2311493011501184
TSPAN13_TSPAN31,-0.007468691108720947
TSPAN6_TSPAN7,0.6446979229787853
TSPAN4_TSPAN9,0.7508439718456003
TSSK1B_TSSK2,0.5524025063225082
MPST_TST,1.4155416308561137
TTC21A_TTC21B,-0.2926089247821132
TTC30A_TTC30B,0.9488395335228156
TUBG1_TUBG2,0.271749993280611
MAGT1_TUSC3,-1.4112499474476803
TWF1_TWF2,0.9238224606193738
TYW1_TYW1B,0.4832826542144718
UAP1_UAP1L1,0.3230181354616153
UBALD1_UBALD2,1.9245960242375435
UBE2A_UBE2B,-3.4884367136321113
UBTD1_UBTD2,-0.7797571124538009
UCHL1_UCHL3,-0.2222909325743825
UCK1_UCK2,-0.9650305893327712
UGGT1_UGGT2,-0.4972292676386513
UGT3A1_UGT3A2,0.6268316435024152
UHRF1_UHRF2,-0.5653115773767127
ULK1_ULK2,0.3902078537816281
UNC119_UNC119B,0.6488931292807286
UNC13A_UNC13B,0.20156171150027952
UNC45A_UNC45B,0.12597642866440098
UPP1_UPP2,-0.8442757694846944
PMPCB_UQCRC1,3.234176912156657
UQCRH_UQCRHL,5.406812658020542
USP20_USP33,-0.6510286325508694
USP15_USP4,-1.6608157028236141
USP12_USP46,0.7370401900522009
USP44_USP49,-0.4845933982839782
USP13_USP5,1.4340985021854742
USP32_USP6,0.9318738193728867
USP9X_USP9Y,-2.0745392377736995
UTP14A_UTP14C,1.5804616617334626
KDM6A_UTY,-0.13461461684681358
VANGL1_VANGL2,2.256145925776584
VAPA_VAPB,-2.278914450295368
VASH1_VASH2,-0.9648360975049989
VAV1_VAV3,-0.6582196799931559
AVIL_VIL1,-0.4827103450872004
VPS26A_VPS26B,-1.328987737956962
VPS4A_VPS4B,-4.302315403231404
WASHC2A_WASHC2C,-0.9912889467384789
WDFY1_WDFY2,-0.44923631955029675
DMWD_WDR20,1.8355946947400548
WDR5_WDR5B,2.8468520174371124
WFIKKN1_WFIKKN2,0.00673544189261697
WIPI1_WIPI2,0.542622739021596
WNT10A_WNT10B,0.16240905641584516
WNT2_WNT2B,-0.13492149682580695
WNT3_WNT3A,-0.06138661829791935
WNT5A_WNT5B,-0.6605537888522595
WNT7A_WNT7B,-0.5382205867445238
WNT8A_WNT8B,-1.266964692820165
WNT9A_WNT9B,0.15950226119836836
XCL1_XCL2,-0.3999255757154863
RANBP17_XPO7,-0.4009858543094185
YBX1_YBX3,-0.4462042419088689
YIPF5_YIPF7,-0.6196097448714428
YY1_YY2,0.9662079757766199
SYK_ZAP70,2.1317536953022094
ZC3H12B_ZC3H12C,0.21538293150137638
CNBP_ZCCHC13,1.2501183847758515
ZCCHC12_ZCCHC18,0.5921856228831243
ZDHHC3_ZDHHC7,-0.21399989331112854
ZFAND5_ZFAND6,2.125980175738325
ZFHX3_ZFHX4,-0.7888295604381966
ZFP69_ZFP69B,-1.2540556593939503
ZMIZ1_ZMIZ2,-0.3353197272712412
ZNF146_ZNF260,0.17819993730285152
ZNF280A_ZNF280B,-1.0429714615496162
ZNF181_ZNF302,-0.6174536884229249
ZNF324_ZNF324B,-0.04021068261788564
ZNF385B_ZNF385D,-0.3270781410461748
ZNF24_ZNF396,-0.7042500767284119
ZNF423_ZNF521,0.16116796496202773
ZNF561_ZNF562,-1.5065376329719955
ZNF552_ZNF587B,-0.4581552553836263
ZNF300_ZNF630,1.9005345501194997
ZNF503_ZNF703,-0.7113932840873601
ZNF143_ZNF76,-2.44998432439452
ZNF419_ZNF773,1.7145440299871713
ZNF175_ZNF81,-0.5173126021532883
ZYG11A_ZYG11B,0.9351923382289782
