,PC9
DEGS1_DEGS2,-0.1430149204842643
DENND5A_DENND5B,0.362273402356302
DENND6A_DENND6B,-0.817592346818618
DERL2_DERL3,-1.0502134173863669
DGKD_DGKH,2.6867040915522784
DGKI_DGKZ,-0.4129992401686033
DHFR_DHFR2,2.7634453420770146
DHRS4_DHRS4L2,-0.5830987041210258
DIRAS1_DIRAS2,0.41876014668799316
DLX1_DLX6,0.7119205513314482
DMXL1_DMXL2,-2.7329743602911236
DNAH11_DNAH17,-0.46989809954334083
DNAH3_DNAH7,-0.2480230992080989
DNAJC5_DNAJC5B,-1.7686875176108405
DNASE1_DNASE1L2,0.14909056883760066
DOC2A_DOC2B,1.244584781530924
DOCK3_DOCK4,-1.0124985257617911
DPP8_DPP9,1.434249607458247
DPY19L1_DPY19L2,-1.3893642964103683
DRD1_DRD5,-0.5058530592208809
DSCAM_DSCAML1,-1.7017236699483738
DTNA_DTNB,-0.7685632816009345
DTX1_DTX4,0.6090983913112525
DUOX1_DUOX2,1.190484768173694
DUSP18_DUSP21,-0.6182101648185354
DYNC1I1_DYNC1I2,-1.5418636353811705
DYNC1LI1_DYNC1LI2,-0.5375809429396498
DYNLL1_DYNLL2,-0.9665989182035765
DYNLRB1_DYNLRB2,1.5635815863570803
DYNLT1_DYNLT3,0.40614931830561124
DYRK1A_DYRK1B,0.3219549661537581
DYRK2_DYRK3,0.014912401271281945
E2F4_E2F5,0.21726560573797604
EAF1_EAF2,-0.6288266121391842
EDDM3A_EDDM3B,-0.35971727954284904
EEF1A1_EEF1A2,2.1602787797058
EFHD1_EFHD2,-0.24532109622987142
EFNB1_EFNB2,-1.4296014403287722
EFR3A_EFR3B,0.40294768248959634
EIF1_EIF1B,-3.278837954537666
EIF4E_EIF4E1B,2.615208399382047
ELMO1_ELMO2,-0.7867023352468795
ELOVL2_ELOVL5,-0.8239575185067081
ELOVL1_ELOVL7,-1.5250663909562245
EML5_EML6,-1.8876479981734622
EMX1_EMX2,-0.018592410682740642
ENOX1_ENOX2,-0.742503619559961
ARPP19_ENSA,-2.5696185005517074
ENTPD4_ENTPD7,0.3071759831999308
CREBBP_EP300,-2.147783935114882
EPC1_EPC2,0.6006097985579975
ERC1_ERC2,1.033359399014854
ERLIN1_ERLIN2,2.1044579377241415
ERO1A_ERO1B,1.0217113524876356
ESRP1_ESRP2,1.3241933248234823
ESRRA_ESRRG,0.10971300169288536
ETS1_ETS2,-0.5901577626297275
EVI5_EVI5L,-0.2839401075372722
EXOC6_EXOC6B,-1.5134813396022664
EZH1_EZH2,0.15173831948578234
FAHD2A_FAHD2B,0.1010617322228253
FAM102A_FAM102B,3.0336765400359007
FAM120A_FAM120C,1.2768285514925082
FAM126A_FAM126B,-3.5493854603225548
FAM133A_FAM133B,0.5195843968054755
FAM160B1_FAM160B2,0.31627033227693474
FAM168A_FAM168B,0.236799100656891
FAM200A_FAM200B,1.9998344338621865
FAM209A_FAM209B,-0.5822953340857917
FAM24A_FAM24B,-0.21325138023553378
FAM47A_FAM47B,0.5830066061200849
FAM49A_FAM49B,-1.0706449148338646
FAM50A_FAM50B,-2.7600466035031506
FAM76A_FAM76B,1.1136005525063342
FAM78A_FAM78B,0.3056893210907691
FAM9B_FAM9C,0.29784715162619857
DPP4_FAP,1.4312065021319154
FAR1_FAR2,1.7045973749337602
FARP1_FARP2,0.4094906897125304
FAT1_FAT3,-2.1780345634789873
FBP1_FBP2,-0.19107377233796782
FBXL2_FBXL20,0.8027778847075259
FBXO17_FBXO27,-0.6680231069618575
FBXO25_FBXO32,-0.20872969119988216
CDRT1_FBXW10,-0.25484395669058213
BTRC_FBXW11,2.055403814827744
FCGR1A_FCGR1B,0.5789653643076592
FCGR3A_FCGR3B,-0.3635440992612048
FCN1_FCN2,0.3921317772146185
FEM1A_FEM1C,1.296939557940848
FER_FES,-0.844449029045852
FEZF1_FEZF2,2.0064579336779627
FKBP10_FKBP9,-1.180825881927628
FLVCR1_FLVCR2,-1.142606676332673
FN3K_FN3KRP,-0.7180085889821487
FNDC3A_FNDC3B,-0.04172028341242241
FOXR1_FOXR2,-0.314099165675155
FRAT1_FRAT2,-0.42943527590577646
FRMD3_FRMD5,0.1985689365188159
FRY_FRYL,1.525108912120112
FSCN1_FSCN2,-0.4820194819310622
FSD1_FSD1L,1.74848474168163
FSTL4_FSTL5,-0.2704396418927902
FUCA1_FUCA2,-0.8998466336740167
FUT1_FUT2,0.7384836552908169
FZD3_FZD6,-2.265113281380854
G3BP1_G3BP2,-4.145492368321229
GABPB1_GABPB2,1.1271830814563129
GAD1_GAD2,0.882870286135671
CSAD_GADL1,-0.019658096948793904
GALNT1_GALNT13,1.5994459446475604
GALNT3_GALNT6,-0.5016136152563379
GALNT10_GALNTL6,0.7150328269680774
GALR2_GALR3,-0.695495283600995
GAPDH_GAPDHS,2.728013859864251
GATA2_GATA3,-0.39412906676825216
GDI1_GDI2,-1.561809312652486
GFOD1_GFOD2,0.3461580985784758
GFPT1_GFPT2,1.6548534360147427
GIT1_GIT2,-0.9453175966980502
GLB1_GLB1L,0.5832418406624605
GLB1L2_GLB1L3,0.4641873997239908
GLS_GLS2,-0.061705817021434795
GLUD1_GLUD2,-0.7263388274428026
GMFB_GMFG,-0.2916194336665384
GMPR_GMPR2,-0.9274146060496957
GNA12_GNA13,0.49129502532540026
GNPDA1_GNPDA2,-0.6830359191890002
GOLGA7_GOLGA7B,0.3107581754106671
GOLPH3_GOLPH3L,-1.3095359122488082
GOLT1A_GOLT1B,-0.9888156595236242
GPAT3_GPAT4,-2.391411844666596
GPC4_GPC6,-0.7186593562193166
GPD1_GPD1L,-0.49076594468288864
GPR21_GPR52,1.0435606704706937
GPSM1_GPSM2,1.2654388811368058
GPX1_GPX2,0.8031043985881032
GREB1_GREB1L,0.10930693802956862
GREM1_GREM2,1.0518892603575745
GRHL1_GRHL2,1.3442800857212482
GRID1_GRID2,-0.21887124342985026
GRIK4_GRIK5,0.3869137528819531
GRIN2A_GRIN2B,0.46424246349741793
GRIP1_GRIP2,0.6749630772280751
GRK2_GRK3,-0.11961752884018594
GRM2_GRM3,-1.369147123745589
GRM1_GRM5,-0.8285569629763079
GSK3A_GSK3B,-4.0328692032210345
GSPT1_GSPT2,2.438946592349122
GSTO1_GSTO2,1.3531552705908827
GXYLT1_GXYLT2,0.4401314520998374
GYS1_GYS2,1.34156474796002
H2AFV_H2AFZ,-0.25941353544656004
HACD1_HACD2,-1.4184641978559351
HAND1_HAND2,1.4194608294994044
HARS_HARS2,4.067559650605194
HCRTR1_HCRTR2,-0.7749045631001654
HEATR5A_HEATR5B,1.096243589752376
HECW1_HECW2,1.1049882650162361
HEXA_HEXB,1.5318526240735275
HEY1_HEY2,0.7474812474971659
HIGD1A_HIGD1C,-0.833033393092775
HMGCL_HMGCLL1,-2.3243690981608247
HMGCS1_HMGCS2,2.1452714657599605
HMGN2_HMGN4,0.25878126821327013
HNF4A_HNF4G,-0.3180313380383351
HNRNPAB_HNRNPD,-3.6430623717149406
HNRNPL_HNRNPLL,2.0942369009054267
HOOK1_HOOK3,0.1996070921963675
HOXA5_HOXB5,-0.7424102841051903
HOXA6_HOXB6,0.8567300605758087
HOXA7_HOXB7,0.2578334758910062
HP_HPR,-1.9781499992515248
HS6ST1_HS6ST3,0.062032030601569685
HSD17B11_HSD17B13,0.650061273661896
HSD3B1_HSD3B2,0.4389755226196387
HSP90AA1_HSP90AB1,-2.3853970044180968
HSPA12A_HSPA12B,-0.5086257011107745
HTN1_HTN3,-0.5899316958609049
HTR1B_HTR1D,0.8239392735040983
HTR1E_HTR1F,0.9741195288271844
IDH1_IDH2,-0.475108855905459
IDI1_IDI2,-0.46566671612986676
IFFO1_IFFO2,-0.41173746544948087
IFIT2_IFIT3,-0.2858470005559322
IGFL2_IGFL3,1.5479157322449153
CHUK_IKBKB,-1.1939213847514238
IL1RAPL1_IL1RAPL2,0.23970185785752976
IL36A_IL36G,1.2532782924415788
IMPDH1_IMPDH2,-1.4300023412092557
INSIG1_INSIG2,0.43387660499578956
INTS6_INTS6L,0.24635680092498974
IPO7_IPO8,0.34770502123780755
ACO1_IREB2,-1.684465842701341
ISL1_ISL2,0.24299765798854192
ITGB3_ITGB5,1.0174541430914816
ITIH1_ITIH3,-0.1781947657223006
ITLN1_ITLN2,0.5972696441613242
ITSN1_ITSN2,0.8690289712201846
JAG1_JAG2,0.00428715165930345
CTNNB1_JUP,0.23038472188419543
KAT2A_KAT2B,0.541809110697594
KATNA1_KATNAL1,-1.5512749243266375
KBTBD6_KBTBD7,-0.580114405724272
KCNB1_KCNB2,-1.050534234583827
KCNH1_KCNH5,-0.9235397247172646
KCNJ10_KCNJ15,-0.8824996054695009
KCNJ11_KCNJ8,-0.46846454489690026
KCNK12_KCNK13,-0.778893570395466
KCNK3_KCNK9,-0.9639786907977849
KCNS2_KCNS3,0.08949324823867337
KCNT1_KCNT2,-1.1142452937733915
KCTD1_KCTD15,0.375215406128248
BTBD10_KCTD20,0.98089832842711
KCTD2_KCTD5,0.4009681534046339
KDELC1_KDELC2,-1.355190040367469
KDM5C_KDM5D,-0.2882017191116077
KHDRBS2_KHDRBS3,2.058790748900848
KIAA1324_KIAA1324L,0.11248882131429057
KIF13A_KIF13B,-0.8187022087619555
KIF21A_KIF21B,0.6658376727772503
KIF3B_KIF3C,-0.11350347151289553
KIF4A_KIF4B,2.450091787522932
KLF6_KLF7,-1.2663461717287974
ENC1_KLHL25,0.3274093721836052
KLHL2_KLHL3,1.9544135464837444
KLHL13_KLHL9,-0.16480891004577855
F11_KLKB1,-1.6499782188702057
LANCL1_LANCL2,0.7909752064739932
LARGE1_LARGE2,-1.0483630513908135
LARP1_LARP1B,-1.050694050324026
LCE3D_LCE3E,2.8869259523091793
LDB1_LDB2,0.370503843147023
LEFTY1_LEFTY2,0.2855074304208388
LGI1_LGI2,1.584149194761529
LGR5_LGR6,-0.7582901893768965
LHFPL1_LHFPL6,-0.0577474141678601
LHX3_LHX4,-1.4228976989725908
LHX1_LHX5,-0.13222029812613867
LHX6_LHX8,0.6125888443475813
LHX2_LHX9,0.8884191479710812
LIN28A_LIN28B,-0.5119388196905474
LLGL1_LLGL2,-0.7517572044735579
LMAN2_LMAN2L,-0.23956011039611003
LMBR1_LMBR1L,-0.7446076077449709
LMNB1_LMNB2,-0.2828111504821015
LMO1_LMO3,-0.12244549414543111
LMX1A_LMX1B,-0.07771339721393322
LRIG2_LRIG3,0.6949555547611049
LRP1_LRP1B,-0.9523599103407769
LRP5_LRP6,-0.45043293523490746
LRRN1_LRRN3,1.6324661820025146
LRRTM3_LRRTM4,-0.14930356762768687
LYPLA1_LYPLA2,1.6991293821418358
LYZL1_LYZL2,-0.37632331904652583
MAB21L1_MAB21L2,2.0475127071870487
DST_MACF1,1.552652273552269
MAGOH_MAGOHB,0.3158165884713251
ICK_MAK,0.8970413949691884
MAN2A1_MAN2A2,0.06346126806377027
MANEA_MANEAL,-1.1952723176326578
CDNF_MANF,-0.5047497364487807
MAOA_MAOB,1.0838064631449187
MAP2K1_MAP2K2,-1.5864855536680706
MAP3K12_MAP3K13,1.1699139272913572
MAP3K2_MAP3K3,-0.32604727688999074
MAP3K15_MAP3K5,-0.5287332909327197
MAPK1_MAPK3,-4.197320871419908
MAPKAPK2_MAPKAPK3,-1.4271197338547046
MAPRE1_MAPRE3,-0.9365585780747163
MAT1A_MAT2A,2.186794030297335
MBOAT1_MBOAT2,-0.06821754844882276
L3MBTL2_MBTD1,1.383309975472968
MDGA1_MDGA2,0.2899491554054574
MED12_MED12L,1.8202017871824083
MED13_MED13L,-2.3179808255538976
MEGF10_MEGF11,0.6358689743257809
METTL2A_METTL2B,0.24071993316011417
METTL7A_METTL7B,2.0355148563448946
MFN1_MFN2,0.47525433629867786
MGAT4A_MGAT4B,1.4745259539869473
MICA_MICB,-0.714883075769527
MID1_MID2,-0.10545337355364943
MKNK1_MKNK2,0.8771467006312414
MLLT1_MLLT3,-0.20707708300194352
MMD_MMD2,1.2693470402868148
MME_MMEL1,0.6030982319050968
MOGAT1_MOGAT2,-0.6549138206468813
MORF4L1_MORF4L2,-0.7394811008348996
MPP2_MPP6,-0.8440865071903405
MPP3_MPP7,1.4273553429437764
MPPED1_MPPED2,-0.3999339917938455
MRFAP1_MRFAP1L1,-0.24531311726643287
MSI1_MSI2,0.3167842281016075
GDF11_MSTN,1.1874788312734974
MSX1_MSX2,-0.14189907747291736
MTHFD1_MTHFD1L,1.6272136328239084
MTHFD2_MTHFD2L,0.6139402846128333
MTNR1A_MTNR1B,-0.20815646652749223
MTSS1_MTSS1L,1.061780373427185
MX1_MX2,0.3794474848822958
MYO1A_MYO1B,0.13358051962645306
MYO1E_MYO1F,0.20603767045714924
MYO1D_MYO1G,-0.5829566549848247
MYO1C_MYO1H,-0.5987436565358712
MYO7A_MYO7B,1.2277782356464944
DYSF_MYOF,0.37770318911232753
GCOM1_MYZAP,-1.1971991271531464
MZT2A_MZT2B,0.999416003724801
NAA10_NAA11,-0.3586915152630883
NAA15_NAA16,0.5813744688176679
FOLH1_NAALAD2,-0.10049500022545886
NABP1_NABP2,-2.0557548673353585
NAP1L1_NAP1L4,-0.4408073343010544
NAPA_NAPB,-0.4754728928642252
NAT1_NAT2,-0.23466995705361685
NAV2_NAV3,-0.6605919152708877
LRBA_NBEA,1.0003704362657113
NBPF15_NBPF3,2.9447421082032395
NCK1_NCK2,0.5783239511787918
NCKAP1_NCKAP1L,-0.8316299513776888
NDE1_NDEL1,-3.335255069263799
NDUFA4_NDUFA4L2,0.5318322099897599
NECAP1_NECAP2,0.5183879533332768
NEK6_NEK7,0.3476994731284057
NELL1_NELL2,-0.7361011105172951
DCC_NEO1,0.2806687007854995
ARHGEF3_NET1,0.37264724181667835
NETO1_NETO2,-0.242848595900913
NHLH1_NHLH2,0.5870556147488915
NIPA2_NIPAL1,1.2239573115014177
NIPSNAP1_NIPSNAP2,-0.5364362524479949
NIPSNAP3A_NIPSNAP3B,0.622942601262983
NKAP_NKAPL,0.6633797292366882
NKIRAS1_NKIRAS2,-1.1403190093877942
NLRP2_NLRP7,0.9974607244506826
NMT1_NMT2,0.9994931508112861
NOL4_NOL4L,-1.1827333871096521
NOVA1_NOVA2,-0.6714924455437316
NPBWR1_NPBWR2,0.28109637650008384
NPR1_NPR2,-0.025618257567882222
NPTX1_NPTX2,-0.4883111129813007
NR1H2_NR1H3,-1.4055115250518868
NR2C1_NR2C2,-0.9489601308893215
NR5A1_NR5A2,-1.0336686627133476
NRBP1_NRBP2,1.8331178952292926
NSG1_NSG2,-0.44076722538461016
NT5DC2_NT5DC3,0.4665317310067921
NT5C_NT5M,1.0013415021677012
NTN1_NTN3,-0.5075797942809259
NTNG1_NTNG2,-0.6217806568541843
NUCB1_NUCB2,0.11037206487262247
NUMB_NUMBL,1.064480391798624
NXPH1_NXPH2,-0.33159024869630177
NXT1_NXT2,-1.8737043523877264
OBP2A_OBP2B,1.3906900883989184
OCM_OCM2,0.2489684384956249
OGDH_OGDHL,5.219088379208421
OSBP_OSBP2,3.7380119259461564
OSBPL10_OSBPL11,-1.0674904363890554
OSBPL5_OSBPL8,0.014959150549294543
OTUD7A_OTUD7B,0.2944694179928433
OXCT1_OXCT2,-0.054241790376895034
AVP_OXT,1.1168508089498446
P2RY2_P2RY4,-1.6500485352361902
P4HA1_P4HA2,0.9549147578860206
PACS1_PACS2,0.22387382658838703
PAFAH1B2_PAFAH1B3,2.9681393687428734
PAIP2_PAIP2B,0.18604295302168486
PAPSS1_PAPSS2,-0.5137585200847993
PARVA_PARVB,-0.28096573458871604
PAX3_PAX7,0.6231660170294168
PCK1_PCK2,0.5674710694584566
PCMTD1_PCMTD2,0.7805581892101534
FURIN_PCSK4,-0.9423086249555479
PCYT1A_PCYT1B,-0.9633152425651974
PDCL2_PDCL3,-1.3130575005732947
PDE1A_PDE1B,2.0009994387390155
PDE6G_PDE6H,0.5764000993744927
PDE7A_PDE7B,1.2028489909794646
PDE8A_PDE8B,-0.4715420734246341
PDHA1_PDHA2,0.5740465352963563
PDS5A_PDS5B,-3.513530503093367
PF4_PF4V1,0.7638096879344917
PFN1_PFN2,-0.10377399235593392
PGK1_PGK2,0.4428462444220152
PGLYRP3_PGLYRP4,-0.1106743250635493
PGM2_PGM2L1,0.9747742638308302
PGM1_PGM5,-0.5037469997816392
BRWD3_PHIP,0.5110215001321647
PHKA1_PHKA2,0.47815173719123083
PHKG1_PHKG2,0.06202166834857473
PHOX2A_PHOX2B,-1.4102022388298696
PHTF1_PHTF2,-0.9227275323755297
PHYHIP_PHYHIPL,-0.18314395924337606
ETNPPL_PHYKPL,-0.37344795558034266
PIK3CB_PIK3CD,1.2617174461487983
PILRA_PILRB,1.1315854081589447
PITPNA_PITPNB,-2.9493523786985634
PKLR_PKM,0.3614369003354799
PKNOX1_PKNOX2,0.7169105076717002
HRASLS2_PLA2G16,-0.5996351737164077
PLA2G2A_PLA2G2E,-1.0521113148525416
PLAG1_PLAGL2,-2.634545244734076
PLCB1_PLCB3,-0.0062733070930501775
PLCL1_PLCL2,-1.2429513783177224
PLPP4_PLPP5,-0.7448807261830904
PLPPR1_PLPPR5,1.8900564949930478
LDLRAD4_PMEPA1,-0.4883208599875063
PMM1_PMM2,-2.163090633372888
MOAP1_PNMA1,0.5237001257011502
PNPLA6_PNPLA7,0.1779851273241674
POM121_POM121C,-1.5180438150197446
PPA1_PPA2,1.334917723470236
PPIP5K1_PPIP5K2,0.974322154224467
PPM1A_PPM1B,-0.2242376554867585
PPP1R14B_PPP1R14C,1.072316198624821
PPP2CA_PPP2CB,-0.35024686691990947
PPP2R1A_PPP2R1B,-1.0186690970177035
PPP3R1_PPP3R2,0.08356471688669782
PRELID3A_PRELID3B,0.7421966723596971
PREX1_PREX2,0.6382692306818891
PRICKLE1_PRICKLE2,0.4175928182086038
PRKAA1_PRKAA2,1.5853545754517484
PRKAB1_PRKAB2,-0.23759499478675528
PRKAR1A_PRKAR1B,0.637407095362624
PRKAR2A_PRKAR2B,0.3439001957334493
PRKCE_PRKCH,0.35844855231717004
PRKCD_PRKCQ,0.9158134984699545
PRKCI_PRKCZ,0.7918529801270113
PRMT1_PRMT8,-0.3472317447659187
