,HAP1.T12,HAP1.T18
CCNG1_CCNG2,-0.07027272197874411,-0.14584052709500253
CCNJ_CCNJL,0.3076996729718243,0.5731282072139426
CCNL1_CCNL2,-2.042074382819447,-0.9591328233851958
CCNT1_CCNT2,-1.4723692308255911,-1.353786270685204
CCNY_CCNYL1,1.881752083924526,2.1284124189274403
CD151_TSPAN11,-1.3096323617043577,-1.8501461968299624
CDC34_UBE2R2,1.2276436934541095,0.704069745027807
CDK2_CDK3,1.7972100305945997,2.121336501117926
CDK2AP1_CDK2AP2,-1.415738024547586,-2.093808250286114
CDK12_CDK13,-0.35600348001795395,0.31775599281046035
CDK14_CDK15,0.9641641037448339,0.49170697816943115
CDKL2_CDKL3,-0.3799425755022152,-0.4628415630176626
CEP85_CEP85L,-0.14451829107045652,0.47670935031232203
CERS5_CERS6,-0.12908814735661372,-0.13744648892357078
CHCHD3_CHCHD6,-1.1804737049549994,-1.44982738165285
CHD1_CHD2,-1.1387792727400827,-1.4537161173538145
CHD3_CHD5,-1.8605212255739996,-1.9229201543327066
CHIC1_CHIC2,-1.0307630692110583,-1.1421522640280124
CHMP4A_CHMP4C,1.2935135007865266,0.7250631892225917
CHPF_CHPF2,1.5669753969300892,1.7780588245640272
CHSY1_CHSY3,0.05672858176019892,0.02111383726769816
