,HAP1.T12,HAP1.T18
CLCN3_CLCN4,-0.6519412615922044,-1.1862884935772693
CLIP1_CLIP2,-1.0307362982283679,-0.8885418498827359
CLOCK_NPAS2,0.5926960091428053,0.15884252642835706
CLTC_CLTCL1,-0.4725077276775597,-0.899899198578072
CNKSR1_CNKSR3,-0.9664889654898341,-0.5465218102004
CNOT7_CNOT8,-2.1471634231789034,-1.8946511373932287
COMP_THBS3,-0.409384881224368,-1.0671658423745698
COPG1_COPG2,-0.963648772540542,-0.07043981729887562
COPZ1_COPZ2,0.4736261401171724,0.5690967446015037
COQ10A_COQ10B,-5.633361078035025,-5.087679521767765
CORO2A_CORO2B,-0.1444537588848562,1.04406347539972
CRABP1_CRABP2,1.1729736475213532,1.4499466830303573
CRELD1_CRELD2,1.4532137342973428,1.7393831119650744
CSAD_GADL1,-0.8369085193948986,-0.8676796069995196
CSNK1D_CSNK1E,-1.4894597528685347,-1.3025926100009582
CSNK2A1_CSNK2A2,-1.005798609033283,-0.482508400799585
