,Meljuso,GI1_004,MEL202_003,PK1,MEWO,HS944T,IPC298,A549,HSC5,HS936T,PATU8988S
B3GNT2_B3GNT6,-0.8661892747463064,-0.9113140112699237,-0.29188360827480164,0.2637775556742107,-0.4878279418873225,-1.1007205902861366,-0.7764337840673944,-0.09910628107923665,-0.6521540188680368,-0.1719132112692277,0.266881300136409
B3GNT2_B3GNT7,-0.5204801238604211,-1.5807937475766733,0.20352876400813744,0.6203808469943566,-0.4435780803913923,-1.2846780424212403,-0.7987279011146406,-1.5912701163418939,-0.22310370581975733,-0.06569959833609976,-0.005633382439820249
B3GNT2_B3GNT8,-0.047391987821862346,-1.4335073809433816,0.4771550424178821,0.284684010495264,0.12795661155473526,-0.42895750801034727,0.33102628565413655,0.34927252775949963,0.5158233291819804,0.2000562952804295,-0.02067397382945206
B3GNT2_B3GNT9,-0.29255761395596247,-0.6006189515896087,0.017598792764214045,1.0203448151204464,-0.23654335055376105,-0.8821665160003637,-0.6908800465096369,-0.5943717400744833,0.47454099467236743,0.358834837375902,-0.03383012562381899
B3GNT3_B3GNT4,0.1192302249693578,0.23849372603119812,0.14411955757716596,-0.8880292932163799,0.02257111087498911,-0.31511114944167024,-0.07746060321592374,-0.2504116687894015,-0.6976998201663702,0.15127043949759103,-0.576985400517132
B3GNT3_B3GNT6,-0.4472249152683181,0.978794153706546,-0.5774927679363357,-0.4075520986189862,-0.08254571037439505,-0.7112577001650549,-1.2477485028787827,-0.28132160030927134,-0.7644657434016355,-1.5715097450568554,0.20833734145418656
B3GNT3_B3GNT7,-0.25586621832083517,0.06550766419213219,0.6026260320850855,-0.4364192136585473,-0.29834573091245686,-0.27712111076250234,-0.17460883179660597,-0.21555898148352648,-0.4705255987354497,-0.06990035550035921,-0.03676874743474674
B3GNT3_B3GNT8,0.34626013609775874,0.3373227370888472,0.17888365216063237,-0.5838459400943397,0.12961515149725025,-0.18154157790020525,-0.5757595379906897,-0.2337987905678481,-0.19395397407054005,0.5935991025983044,-0.3589095799511676
B3GNT3_B3GNT9,-0.13987826107370382,0.467139040842864,-0.24102220047853518,-0.487016880757433,-0.14392374620303783,-0.2703493775274724,-1.2379940495746697,-0.17146507966293636,-0.7640529242648129,0.25664412592680796,0.154862383031957
B3GNT4_B3GNT6,-0.21631262394519074,-0.5698226023720498,-0.15874393335021908,-0.003924337228612989,-0.5480880305409325,-0.5941528752808086,-0.2733599585386245,-0.44157084425849136,-1.2617502677698293,-0.6572491243196641,0.4964627023318997
B3GNT4_B3GNT7,-0.3419453798448154,-0.7931126595627216,0.25767227387260844,0.11544674157308416,-0.5435063163298763,-0.060627695407236296,0.006988566453962134,-0.9059751624432633,0.07934866296846631,-0.176186817474831,-0.046601138416904775
B3GNT4_B3GNT8,0.21033275517555686,-0.1035610431745248,0.5585864050815368,-0.3361145142084422,0.06579817213754434,-0.23068512000368482,0.7853161787371638,-0.5557287259957756,-0.6313064139222104,1.143240140601047,0.12744537219831667
B3GNT4_B3GNT9,0.5344038012941436,-0.36168124801092594,0.0770384969029865,0.11147149623989655,-0.13494496016219482,0.27846121989649253,-0.8417308395536806,0.30186847067673067,-0.7221900114688763,0.8513973021445876,0.1746996119901953
B3GNT6_B3GNT7,-0.6519044905148476,-0.44296821848302126,-0.17304444539412567,0.19337224682239537,-0.6536836635232037,-0.7575470485058916,-0.05824347947776089,-0.7078197889363697,-0.657588551375632,-0.8243964479426226,-0.009356200748359758
B3GNT6_B3GNT8,0.41258437908711487,-0.2628616384505586,-0.11328499756251585,-0.5131906974174311,-0.18076285341107293,-0.2314889011101099,0.1699208564982935,-0.1523866482690451,-0.354053789434298,-0.6685665884636022,0.666600181408692
B3GNT6_B3GNT9,-0.13269126959276223,0.48830986510105506,-0.524544810269448,0.6612173019166704,-0.5148442350605998,-0.026167979943482616,-1.1135729914438828,-0.39325014326233604,-0.8982268007286959,-0.8405731177401512,0.9485669301262296
B3GNT7_B3GNT8,0.16415236128394395,-0.915974922427802,0.4307278469151541,-0.1398503680224771,-0.18612788150534784,0.13040263723930226,0.3987308116979024,-0.05588830684321764,0.23125821320860113,0.9989231096900716,-0.14340215851366006
B3GNT7_B3GNT9,0.36742296501007565,-0.42724188991745116,-0.10447060583199083,0.9108434174112665,-0.12748614133734348,0.34431916837891985,-0.6198079153058416,-0.6046039906445406,-0.745100907059154,0.6646046012044401,0.0724575584787195
B3GAT1_B3GAT2,1.7991651383074567,0.28880300577910156,1.0598304593583288,0.9977307509772774,0.8894576976975769,1.164695883552798,0.5398994197236272,0.8810341784945661,1.7015489066958893,-1.7160268985583145,0.054620559448658734
B3GAT1_B3GAT3,2.142313567622445,-0.13648902282470868,0.9963555051478606,0.6607983638996958,0.7623200524421276,1.6893787414521513,0.8623415906765876,2.0974010686410964,0.4831728511557644,-0.38160415529847286,0.24946801090330858
B3GAT2_B3GAT3,1.598923465850686,1.4290954433931646,1.5866672676767437,1.660252125337263,1.1729469524467981,1.8355023854498949,0.8360335427132322,1.986889956367713,0.7198830111437875,-1.1313616728291611,1.086413279977859
B4GALNT3_B4GALNT4,1.7172878907733322,1.999020811985336,0.7801408054876813,2.7099138987842375,1.9042192269656923,2.385994486040266,0.5458626313929864,1.061195948376354,1.5579871230569873,0.7949943801521847,1.628435453666753
BACE1_BACE2,1.8192319018387453,2.5655638589179754,1.8271001346621554,0.4799276267690202,1.1738379345679353,0.8859914152066237,0.7777995243178162,1.3868390462712559,2.410837689390339,1.4613140456078173,1.3375537533210193
BACH1_BACH2,0.5230438326038369,0.9193659347304859,0.13807315092689537,1.2149977689460767,0.24581690332213899,0.8001484943688425,1.6882804597332357,2.0593602879358976,-0.036234477346937834,0.737698275004223,1.0303611330953792
BAD_BAK1,-2.356280141831397,-1.2019472664535202,-2.9474934895036733,-2.1048326096085916,-2.2349099975699676,-2.4418893325414794,-1.9410282824314393,-1.8288044599489202,-3.0517112621811875,0.050059341579741484,-1.7839726673931025
BAD_BAX,-2.6614150654351345,-2.6944072146909845,-3.313429026578961,-0.7574601811770697,-2.0735148997532447,-2.689602056447865,-2.2633781573098934,-2.729454269239435,-3.275996370746186,-2.888606003040958,-3.2499457239269183
BAD_BBC3,-1.3998179770291543,-2.6181550400209748,-2.465260087268656,-1.764186442931037,-2.125110460478611,-2.3998221877997556,-1.8746556742754956,-2.1881023532645156,-2.460240673326417,-1.9819713243968304,-2.969246912611167
BAD_BCL2L11,-2.5362754752933685,-2.476885533929456,-2.863247857354256,-2.882312404223496,-1.8601527605285555,-2.5566970061937955,-2.1896867214133584,-2.631890191448893,-2.450117113994726,-0.9361099005351865,-2.9540888382284716
BAD_BCL2L12,-2.968321138264227,-2.089371536199274,-3.1724592240665666,-1.8229497417221592,-2.3922869353780722,-2.714386571119065,-2.6123122999236648,-2.69338706526757,-1.8723292522285284,-1.3370725191337844,-3.224389945899559
BAD_BCL2L13,-2.2893833591869654,-2.119707165136429,-1.7920669018119884,-0.8043633855837817,-1.946575588751843,-1.6649662371271743,-1.1238174160540113,-1.9800033423466095,-2.698992391258732,-1.5297345553484563,-1.48370468235613
BAD_BCL2L14,-2.467173744686691,-3.1746444526990816,-2.0171188406857126,-1.4945095105201007,-2.1427806572031014,-2.3163726418024577,-2.9012941763072373,-1.4217079710553242,-2.276297319053351,-1.5579259460857766,-1.8733835094820217
BAD_BID,-2.7174854331128633,-1.6453684740621308,-3.254709412762699,-1.5285278902792925,-2.0800431902382455,-2.4630577204323902,-1.858148273981198,-1.9406601856425856,-2.8411714494202926,-1.7626110859524653,-2.70604593126369
BAD_BIK,-2.8588393152410037,-1.9703361544644324,-2.5450892274609025,-0.7680893326193111,-2.4336699359111,-3.205887131669678,-2.170162652423662,-2.722530868879975,-2.6176037559277194,-1.3450107559353124,-3.438720550676701
BAD_BMF,-3.154957841972037,-0.92056936837474,-3.8278686931948953,-1.2506403481684107,-2.7982163757429337,-3.4586081269913453,-2.831818879572811,-3.0703272290324146,-3.1833523363601453,-1.934359069134444,-3.205706546512673
BAD_BNIP3,-2.91873435590685,-1.7842809832860889,-2.418948285327816,-1.1179700082150643,-1.934686338748365,-2.501606647544511,-0.9361731037747757,-1.6747167194558574,-2.7353522477647925,-0.7978022053671249,-2.053062140715251
BAD_BNIP3L,-2.3828392715176823,-2.2007410949275705,-2.623519099128924,-2.547050198507521,-1.5205060758000266,-2.6111666817419747,-1.8281883843882494,-1.9704259239376039,-2.06005107139403,-0.28679758797010246,-2.3658775951489814
BAD_BOK,-2.2794044761569916,-2.1385496410811604,-2.568196832005902,-1.405032980873774,-2.3250324053083955,-1.798981349135224,-2.1878560563974183,-2.3734356875769214,-2.0798919865916896,-0.8855527741463757,-2.7485801226838182
BAD_HRK,-2.212255414442681,-1.700171764510225,-2.5391724031557943,-1.4993942718972915,-1.5932142726466616,-2.7682614793390403,-2.771777313984634,-1.779845675015755,-2.3133191217686817,-0.9282127995933258,-2.4696728833878394
BAD_PMAIP1,-3.0087354652905995,-3.058422029162848,-3.135418139407896,-1.5918391309069566,-2.551490194388168,-2.145134805660345,-1.911209977297387,-2.7258487254839747,-3.125782689146591,-1.871645487326111,-3.15003982521733
BAK1_BAX,-2.2416215979937344,-1.090932014805285,-2.902880433766707,-2.014791536992376,-2.2853600787049366,-1.7196866177914998,-1.9440749413580574,-1.594808001776716,-2.6090514115645345,-1.3852944881627132,-2.0033835632357406
BAK1_BBC3,-0.8951874195571479,-1.6493313456229128,-1.5962595977103835,-2.096688745906028,-1.2437666086800292,-1.8948011553661905,-0.9079275879183258,-1.7995964853380237,-1.8632751073727518,-0.3699716050769372,-1.4459986260795192
BAK1_BCL2L11,-1.7865306933142817,-1.5319630943322349,-2.08131482934689,-3.2624020212269347,-1.684375325323126,-2.710447378083277,-1.3886530917831506,-1.6671147719907844,-1.8522745315287774,-1.6565056185788842,-2.1409776898045507
BAK1_BCL2L12,-1.8217960909452324,-0.992845049947625,-1.916934917462039,-3.2094635924669452,-1.6297886755926765,-2.1011516924106433,-1.0121695651612281,-1.919190934496281,-1.8692952854977507,-1.6898082222423725,-2.1612006357317757
BAK1_BCL2L13,-1.2995897098477334,-1.9925051299925383,-1.608752189928118,-2.67851811677831,-0.9551278920189512,-1.4076378437909607,-0.513747800701006,-1.0787828452257882,-1.8667194620221623,-1.4028377959425822,-1.7142218557386635
BAK1_BCL2L14,-2.158228995969181,-2.1162715591468424,-1.46282867900632,-2.7984006190812174,-1.822619564850241,-1.496919248461918,-1.95001992081638,-1.456961645152495,-1.9868395649406032,-0.6319385590210509,-1.5422370936716556
BAK1_BID,-1.890713986114799,-1.5705256137829167,-2.45354332743752,-3.018559255093142,-1.9484408974935485,-1.2442548376230884,-1.4169397023015493,-1.5139560774126024,-1.1972750410855242,-1.4817758157861858,-2.3882494293469323
BAK1_BIK,-2.2926087346162065,-2.1253018903548395,-2.2116863379478375,-2.3447797382638327,-2.0142305958717692,-2.5071444397233815,-1.2515601291333602,-2.611335341831582,-2.782771906845664,-1.2139488110881824,-2.330027879793048
BAK1_BMF,-2.951836072891735,-1.423120571983412,-3.2187803455166053,-2.0053346522544593,-2.3732368139151814,-3.5192152253694715,-1.8801862653443895,-2.493467481876676,-2.713247437484629,-1.466881905020356,-2.7436719077779514
BAK1_BNIP3,-1.8465190421594198,-1.051857109806352,-1.7704472776012168,-2.486200220895098,-1.2371771847374806,-1.3334512451673026,-0.5084770132361351,-0.9211522182616504,-1.8009550072709668,-0.6316320460042837,-1.6284144802229876
BAK1_BNIP3L,-2.142464083913287,-1.2280231248211289,-1.8226540640105748,-2.862194220530785,-1.7999843424369562,-1.8595668255840092,-1.0228656865537122,-1.8827691704281992,-1.8586705825570784,-1.1660267112150775,-2.0481576905469256
BAK1_BOK,-1.739989231872636,-1.0789467300348108,-2.10375224136553,-2.967598804961825,-1.5565339137399858,-1.0636053132130905,-1.5449309326634775,-2.0097307144321164,-2.033606647330536,-1.4188022738899324,-1.759055499985773
BAK1_HRK,-1.6295748970511434,-0.6542452552687004,-2.2904497774864563,-3.4793013423213166,-1.454174437299278,-1.4757902888082148,-1.8407504390416507,-1.6906234703260976,-1.7290450464983245,-0.5577499859806442,-2.286240931865183
BAK1_PMAIP1,-2.4968689266381867,-2.4320870270759847,-2.375097192349635,-2.3251302707082906,-2.09895599249897,-3.046561194026218,-1.2125640350366882,-2.031130003636866,-2.669714583691267,-1.1549531676739893,-2.9774209916138865
BAX_BBC3,-1.1494258355487474,-1.9016000721852298,-2.4347149502613763,-1.209883259395657,-1.9881055797689038,-1.6107327518641616,-2.5680875159675964,-1.5606214024764413,-2.7621413826855656,-2.7929113907406995,-1.75865043321349
BAX_BCL2L11,-2.263435937546213,-2.432218048119282,-2.4091946219639127,-1.681982644788431,-2.1236087672707096,-1.7859306380296625,-1.6554445120100938,-1.8784596432686138,-1.9245839624075756,-2.4363282697104878,-2.644305384994657
BAX_BCL2L12,-2.3892643740641946,-1.2217006725131474,-2.8965211392617483,-1.0333900748731188,-2.2116401043474596,-2.1892149880717455,-2.0109245554562256,-2.6772617156107548,-2.841014340248644,-3.2391210092795775,-2.398668362241054
BAX_BCL2L13,-1.8251910779502407,-2.0597170856628977,-1.8619386082517124,-0.5924065837575491,-1.8032359162756348,-1.1480616418610232,-1.598088183292253,-1.321903120462257,-2.00417565043113,-3.2224253470502124,-1.6223065080623296
BAX_BCL2L14,-2.1046255821694837,-4.006808666183041,-1.5983218103666712,-1.0455455191647434,-2.3493972716934364,-1.3810120636348016,-2.352167258471985,-1.9438436193334223,-2.515596862814872,-2.2562399780945737,-2.062360933889889
BAX_BID,-2.2008026411037416,-2.8898469533227438,-2.6717051231728286,-1.221394689033749,-2.8648610869925575,-2.011348744549636,-1.8013639077787842,-1.7110365342503362,-2.8984134956115195,-2.1290662038121364,-2.0919068900471327
BAX_BIK,-2.3156869305018417,-2.201320432630346,-2.331176664315724,-0.7677923306749463,-2.7424785335037964,-2.2247827780991063,-2.000275156353304,-2.760472323429025,-2.3008485386703805,-2.7681354484122154,-3.0259017673634845
BAX_BMF,-3.2184495954288552,-1.959394924790421,-3.123432256198823,-0.5471303004996627,-2.9796509821298556,-3.5975448408545807,-3.5456824900295194,-2.5350445679395657,-3.776730193531191,-2.699914315359547,-2.933901318382614
BAX_BNIP3,-1.9161393489089937,-2.5852323903911127,-2.254743947245992,-1.116028036190917,-1.6553500941141002,-1.963446045416299,-1.7541814583515443,-1.7620889967037832,-2.2648388175995002,-2.539232039650807,-1.6553252870117126
BAX_BNIP3L,-1.7476150653003815,-1.7786933435634873,-1.7138683475026417,-0.3658603242783706,-2.3826807871863385,-2.147092341739859,-1.988070312237367,-2.667464150740448,-2.561158256331324,-2.4563293113350158,-1.9592990829224135
BAX_BOK,-2.030735152811834,-1.7440532025823527,-2.1373407223340366,-1.2675072344928708,-2.6226799057659385,-1.898625087885495,-2.065023978781888,-2.487789886007091,-2.3527946100354287,-2.230040903844805,-2.5091035232576466
