,Meljuso,GI1_004,MEL202_003,PK1,MEWO,HS944T,IPC298,A549,HSC5,HS936T,PATU8988S
A3GALT2_ABO,0.14082543353013055,-0.1856175652222269,0.6082703816128346,0.07549170080620891,0.999869023027275,-0.18622783843037313,0.621401417166409,1.4774057362410478,0.48202382210150085,0.4678525687311339,-0.009664196018338286
A3GALT2_GBGT1,0.7995366041428791,0.13398576456966907,1.3106388481084918,-0.3162787981346903,1.1612424627764588,0.14880987118116554,-0.24103788650033606,1.442006162161366,0.966366930440811,0.322334319521263,0.8340298400994952
A3GALT2_GLT6D1,0.20463778858146978,0.021931750519950034,0.8259740198856843,-0.2266923974788794,0.2575497215905223,0.0418233162144965,0.6817565433123757,0.6467579185024513,-0.14168850262925797,0.40977329567395865,0.4449864933430569
ABO_GBGT1,1.2204970367614691,0.27893758451808975,0.9100979402826911,0.5919506550841238,0.9292131689296166,-0.3241159265694266,0.16522151735147078,0.3249623862841492,0.6325629776082802,1.1430501864914313,0.8216408258090963
ABO_GLT6D1,0.448619050619515,0.051253278383309106,0.21962441915059983,0.31612924923184893,-0.14873792907959882,-0.7459664019555958,0.8339780724999579,0.05406213826504365,-0.439164145584013,0.7960770403248233,0.22233459639630188
GBGT1_GLT6D1,0.9366115338526237,0.1955069498317642,0.4146647981135079,0.11797597548923922,0.44756346973950256,0.3731355197045761,0.11715046284572815,-0.13101054720906027,1.290399442877599,0.8103966973862967,0.3377339683238608
ACACA_ACACB,1.7004780051096342,-0.40411380851465134,0.09751297581500558,1.3892168260095836,1.0031723294635768,1.8472374452896552,0.8978678182363028,1.675743729368803,1.338688375233735,2.3986064516528898,1.4596341399624984
ATP7A_ATP7B,1.3329097017727265,0.5969446704650494,1.4713193338673902,0.9882676051536263,1.2079833453303388,0.7631648533462523,1.910794140472495,1.500507179785579,2.4996622469460883,1.2186902626188438,1.6936984355612392
ATP9A_ATP9B,0.8001195282363609,1.8353889809358144,1.5368613265284226,1.8820566471377036,1.0987742913704335,0.6020781613656411,1.116510159221412,0.9377766002898748,0.421008873215665,2.2911663452455744,1.2105585424978855
ATRN_ATRNL1,1.5908661627626948,0.17187477603134665,1.0596170869169244,1.6365563056777168,1.5272365947434596,1.913206399227215,3.516085670250261,2.0334904496636392,0.8694027024638483,2.546431483540139,1.3001104873974434
ATRX_RAD54L,2.0434843983831485,0.12680602879313774,2.025061700450367,1.8107576043299545,1.0851158897045265,1.5982628866943638,1.4474122026779237,1.4627094907196347,2.018025915670859,3.2564082111385444,1.3558809358842163
ATXN1_ATXN1L,1.0305263624235308,-0.08546506263913484,0.7530913653676469,1.8420714577549384,1.1308031138954633,1.0255902535454033,0.7012527786405275,0.34192331737066134,1.205773110411408,0.5250220516693804,1.1254181781189194
ATXN3_ATXN3L,1.7012440823755282,-0.35534087945745463,1.2491869678826635,0.023375516574013697,1.6782701674456908,0.89324773096954,1.435399721149628,1.6925249725556943,1.7873041093379576,0.9691858792339658,1.3711429854215549
AUH_ECHDC2,0.45582901432428397,0.7884430250823359,1.1678571457496099,1.0376033218329894,0.7454645752718766,1.9155467359733347,0.7557243181550966,1.417927975046681,0.5493388235090398,-0.20229707643551473,1.2292637432452658
AUH_ECHS1,0.6020628767228701,1.2168489858168698,1.179466255564359,1.7855511617823214,-0.3222335123477479,1.1120143457560343,0.8216176695697215,1.0766393425407623,-0.28222149567501753,0.6533751056141487,1.0366841916787035
ECHDC2_ECHS1,0.10161101595946816,0.04970504818498284,0.8544165175694869,1.4309264839257865,-0.11163822153093683,0.5133336094270554,-0.8135811895278773,-0.5519999665325326,1.1293737145226217,0.28947902231923234,0.4670036913514366
ECHDC3_ECHS1,0.3677488597448904,-0.6348743349761973,0.5878528371241923,0.08995482355779112,-0.13046767538815376,-0.485181895268971,0.8568506806499685,-0.4799292430527319,0.4746557268700665,0.17688175440650347,0.25966933295952555
AURKA_AURKB,3.98490752427449,3.575386354652821,1.2957366937454795,-2.0308358232485775,4.708736382296238,2.078878285857125,1.899040924927443,3.3286146474338723,1.3701234156790802,2.2786901849405496,1.9704171966971642
AURKA_AURKC,4.114819213045746,-2.3697973752871824,1.1176398059542199,-1.3299430545278412,4.547021328735388,-1.3005515786644422,-1.4224435953928185,1.6324494388901807,-1.1344796210358223,-2.323001090665636,0.7947519805337745
AURKB_AURKC,0.5153795308497775,0.630443653734776,0.21858301694002763,0.15868416503444768,0.9700221736030528,-0.6860407053398362,1.4723117030645843,-0.7603194664010561,0.24185578494355625,0.5017010467750995,-0.8497707332023868
AURKB_PLK4,2.919964614069264,2.0988581232215027,1.8765159483913654,2.7284158941224828,1.5899695934947427,0.8411106577849613,2.290252089691358,1.758241827181358,-0.43819542608289924,1.214616564967207,0.1468334061774811
AURKC_PLK4,2.319121100378924,-0.015588560089406527,0.47927173588538896,-0.4029084023911748,1.8511154080127297,0.02933159858367812,1.4128514202459268,0.8345465158581562,0.4012910103799379,-2.404744918669096,0.06953295615987413
AWAT1_AWAT2,0.16508879208785365,0.08383674789635567,-0.41958351051328335,-0.015477864461513493,-0.27641730728565644,-0.4554485199811975,-1.305317774752995,-0.012999231266437893,-0.6778592435994873,-0.6498748850420067,-0.868937818286747
AWAT1_DGAT2,0.06403594372240658,-0.3615515054323831,-0.21657923842128046,0.9051051923673106,-0.17793668584429623,-1.3665370815777351,-0.39448414044271546,-0.15331025026088363,0.038862660033970826,-0.013879026086463964,0.09066642883408728
AWAT1_DGAT2L6,-0.17477967908964281,0.25534639955484995,-0.7101457113691727,0.6187943967444565,-0.9681702373166284,-1.025942673118767,-1.2066853861192308,-0.23786029168964448,-1.024151245376046,-0.6502698900185523,-1.3737666891981626
AWAT1_MOGAT1,0.5979744926279396,1.1691314683606797,-0.08345232758826009,0.025211209090732527,0.41176053617645936,0.17981411710307227,-0.053639213751965856,0.8076345637782698,0.5215114796411198,-0.3242148903362891,0.2920156514986361
AWAT1_MOGAT2,-0.15100164286290002,0.1791308109387646,-1.0010591051889668,0.3711125677849619,-0.39839729923289424,-0.9638203508195289,-0.16769173894982536,-0.2880326039676521,-0.6098289681179302,-0.7312500955345627,-1.1173093395301772
AWAT1_MOGAT3,-0.14018097761365791,0.3074568656232654,-0.7234683912218338,0.26731298845428275,0.09000397020774387,-1.521718476857025,-1.005773030132895,0.053601386972129426,-0.0449969207731132,-0.5980591118212353,-0.08526945184407453
AWAT2_DGAT2,-0.2688888651470637,-0.4611844058163404,-0.3530971746749475,1.33224239912968,-0.7267994319732193,-0.8172843597840079,-0.5988870589192663,-0.11098404888012392,-0.6783741259628666,-0.0955324337423268,-0.362634113826395
AWAT2_DGAT2L6,-0.7273079224503226,-0.334927408867556,-1.1255807948979448,-0.7388535645669734,-1.5294007816978132,-0.5891840729605792,-1.235069632688645,-0.46280664009365713,-1.5130838442048793,-0.30615390149341026,-1.499536555664741
AWAT2_MOGAT1,-0.20266026905388018,0.9064100588703669,-0.538697558313209,-1.131027112726302,0.401901288746098,0.3911857649249764,-0.10346993187677352,0.13335103308995383,0.44058128637218935,0.8464895798666964,0.32968053570990047
AWAT2_MOGAT2,-0.5141282295066198,-1.1332189930162933,-0.6722206757898499,0.0833854433063666,0.07994546206346051,-2.023224484257283,-0.9328460964759305,0.2469030078584786,-0.6253965722113367,-0.4054484653104493,-1.389333940390393
AWAT2_MOGAT3,-0.35169722684048516,-0.7142897664837361,-0.29031025796389964,0.13105186796219107,0.09468759101635994,-0.6714942553196993,-0.6830250829751143,0.37697376114926784,-0.08997844822525349,0.5908430068115929,-0.7595288715046203
DGAT2_DGAT2L6,-0.5085007233697073,-1.5267877719078526,-0.8749791324409649,0.27225690210155584,-1.2351197491083066,-1.5912599907752616,-0.14185041919124278,-0.7760318128120024,-1.2658992675453349,-0.08196807927407564,-1.3241122453246217
DGAT2_MOGAT1,0.14360582978075365,-0.2294399916616735,-0.5451892638575567,-0.03971939195036819,-0.11015058380284888,0.12357198818534895,-0.21017361942164134,-0.34848159365339154,0.5081880380621093,1.0502016837333967,0.3440753955473512
DGAT2_MOGAT2,-0.2873502573733212,-1.5218837509454668,-0.744633279117827,1.4434833405491547,-0.6743715448960838,-1.8889063635179435,-0.7086201940446223,-0.5454618616090945,-0.2696939954525906,-0.16038541185379615,-0.9036898955698309
DGAT2_MOGAT3,-0.28622260646153297,-0.948640636638683,0.00632312397156328,0.4489683971869337,-0.5849080516495887,-0.5328484003039636,-0.4453710179223476,-0.20357202084271372,-0.36840193153726,0.21298675857460425,-0.19236668694832648
DGAT2L6_MOGAT1,-0.5224879337466476,0.5683624194725347,-1.0704192544936577,0.5003008483067684,-0.5948859433273591,-0.29466384941193435,-0.07212981646628384,-0.643329776860276,-0.6541151486150082,-0.7189677063967774,-1.0597453701327169
DGAT2L6_MOGAT2,-0.9423977238668837,-0.884638527379981,-1.8026879755305498,0.048228515497196964,-1.717225170730114,-1.8971160393549984,-0.08822330736548217,-0.7549516336506721,-1.8060351778008104,-0.6757828357146186,-1.7887210269146634
DGAT2L6_MOGAT3,-0.6057369372810703,-1.622108496316315,-1.5606560482343586,0.9452184526930996,-1.091104389749073,-1.3430620444333004,-0.8375154546101455,-0.311022011091002,-0.9869196409109104,-0.21125623208818906,-1.52066431759446
MOGAT1_MOGAT2,-0.4064010218334144,1.0057138636976883,-0.9238883736609027,0.2795766986924316,-0.20545059089542606,-1.1601144571532738,-0.30848729840015615,-0.4909622323192877,0.03671828062526826,1.0418661972825758,-0.8613167038685254
MOGAT1_MOGAT3,0.02954407434398409,0.8215754074565917,-0.3160990652499323,0.2746883736179176,0.3163983934899063,-0.3366767798273318,0.18622529497265602,0.7247019718244888,0.7596134431070573,1.0430916956234553,-0.4379369765286966
MOGAT2_MOGAT3,-0.8134029707621703,-1.582968428304921,-1.1163642242227014,1.2220081424397566,0.19681769780910202,-1.3089493068804772,-0.5582327885045641,0.36085763616542726,-0.47736024097612967,0.4166083028718771,-1.1824380850056115
AXL_MERTK,1.012097453325184,1.6384020193680193,0.9570260677439228,1.695566309950718,1.3248631879685269,1.1785453446727518,1.0361820319397352,1.0602873236888584,1.0961221615824481,0.3214504496538651,1.012960709866003
AXL_TYRO3,1.188910045689649,1.5064467182323678,1.2227200208742934,1.3248613099954436,1.700175791447865,0.6024522310991058,1.0940861120295804,2.1400641467121537,0.8114139165033453,-0.22584546499974364,1.0411933093827102
MERTK_TYRO3,1.483533210019517,0.26688312728534425,1.3864388953034859,0.14942283726963865,1.5590093285743467,0.6789823544508558,0.6766849317652928,0.5827985433331062,0.8912762051200892,-0.48077275587356666,1.5717759601219876
ACAD10_ACAD11,0.5805781810522321,1.150337580051441,1.2086654538723258,0.42207702319471063,0.5410420288022117,-0.2612774332144901,0.873228566385944,0.14181844952765496,1.0559832366688862,0.7036311466568138,1.333037222070024
B3GALNT1_B3GALT1,0.8088812491980144,-0.5260103397221144,0.36000521585275497,0.7742880144944687,0.7306143863825544,1.268751822962722,0.5919850739177829,0.7556780584676698,0.27403845873384525,-0.561726778091675,0.9423813637693346
B3GALNT1_B3GALT2,0.928564677774683,0.8768012983044673,1.127970962625992,0.05921732594037465,0.18770745268195269,0.3165482711217003,0.40486322695025984,0.47579054573906215,0.18483619704715992,1.1135717264803484,0.3737535565942499
B3GALNT1_B3GALT5,0.266008543513606,0.24260067156695608,0.1297001504189929,0.5864287821390775,0.5000594250388363,0.555105483209689,-0.004267384117023151,0.6255369484366804,0.5876424965050299,-0.34783026856316274,0.36933747313194365
B3GALT1_B3GALT2,0.6733668858192389,0.14511851507316822,0.6891020959621489,-0.5249253804896459,0.4272349458458149,0.20387200639657532,-0.16108832682733468,0.3736680487610131,0.035438780403773004,0.7138767582302185,0.42482788593083687
B3GALT1_B3GALT5,0.48150769776020413,-0.46485941409729653,0.8040010203439177,0.17491044000553713,0.8470050763418026,0.6287879187875401,0.14339398046177995,0.3129532426805484,0.22443986302179605,-0.6431504029490448,0.5682092115015841
B3GALT1_B3GNT2,-0.015734259159929414,-1.3107192931287877,0.6644274297763316,0.5595742776810922,0.20387524247036581,-0.18865292781289675,-0.4078693344560745,-0.04170501024634517,-0.25434418218468197,-0.9507156994065573,0.063273985820107
B3GALT2_B3GALT5,0.3423831577147233,0.679746315827425,0.27063148574576784,-0.09683331919688758,0.4108009983114936,-0.20985768243753564,-0.9360500498787371,0.3529916680747483,0.23458066548402678,0.18684713863134367,-0.033270173495712145
B3GNT2_B3GNT3,-0.7697075859399971,-0.0713961647274341,0.4268851337591111,-0.6719875412993906,0.13055972536125618,-1.4565450206931096,-1.4608860934938293,0.419839090065894,-0.10653380618618061,-0.7469303947006734,-0.8934125546003122
B3GNT2_B3GNT4,-0.35172736475718314,-0.8998974179381982,0.42290710023149275,0.08482734427887309,-0.3085590957634086,-1.1402474332755137,0.3032401382623579,-0.547131846830185,-0.661594116460764,-0.027916705187822584,-0.40427571175165217
