,A549,HT29,OVCAR8
TPM3_TPM4,-0.3123515800350188,0.49358896490708526,0.12004464138715895
TRAK1_TRAK2,1.3224154037512206,1.3407815798172418,0.5942878748170887
TRIM24_TRIM33,0.3437342478518137,-0.5773761211937563,-0.7077541253298323
TRIM34_TRIM5,-0.26389058858254466,0.19996662937234186,0.012279454799274685
TSPAN14_TSPAN17,0.7652743968590564,-0.39586852209284273,-0.014465360732716188
TSPYL1_TSPYL4,0.004227479301688444,1.0697815752734088,0.4516277343291256
TTC30A_TTC30B,2.4188384152375555,2.2419004555877007,1.9108548498977735
UBALD1_UBALD2,0.7033857275746306,0.2729222556393175,0.029001977583502182
UBAP2_UBAP2L,0.13860070659220508,-0.5090411427865236,0.059949185857144295
UBE2V1_UBE2V2,-2.522079591475872,-2.6424486967585676,-1.7748989728612228
UBR1_UBR2,-0.07488173472193384,0.5382989505913147,0.3138546978459627
UBTD1_UBTD2,0.6480178982428352,0.6321909132973476,0.7007245621344455
UCK1_UCK2,-0.6814960405882396,-0.599433118600288,-0.7929849215432577
UGGT1_UGGT2,-0.9032841144921752,-1.2080207716342488,-0.9178144461827608
ULK1_ULK2,0.05821252561084324,0.05445068965406836,0.11574436507106182
UNC119_UNC119B,1.4507570756696593,1.195905825265102,0.4837773805367793
UNK_UNKL,-0.12107445700763891,0.22275288731428128,0.6103448488768606
USP12_USP46,-0.6636365882153903,0.19476862480250354,1.4444095474220657
USP15_USP4,0.42253577840802486,-0.23794422625027448,-0.18971697285267983
USP20_USP33,-0.37067605641857737,0.6830656341560934,-0.9169669999704511
USP25_USP28,1.488010686138252,1.737025976690868,1.3785922987756971
VAMP1_VAMP2,-0.919995074821662,-0.6478988626619738,-0.44480448998284217
VDAC2_VDAC3,0.2691348426007414,0.4055780875558818,-0.319795040466954
WASF1_WASF2,-0.09955472230638004,0.412857001607478,-0.33210844151989083
WDFY1_WDFY2,-0.5240248776326931,0.010681850735039062,-0.362393434088863
YIF1A_YIF1B,-1.5879439486762479,0.689203552667161,-2.1375589725438746
YIPF1_YIPF2,0.10446656120816168,1.5195860733027682,2.0847872818448456
ZDHHC14_ZDHHC18,-0.4351529432196758,0.3196831112275477,-0.378069336817905
ZDHHC3_ZDHHC7,1.220141219730525,1.1501741727966417,0.3606215637448657
ZDHHC5_ZDHHC8,1.9452831767107164,1.3529004250210641,1.1605466929124588
ZFAND2A_ZFAND2B,1.0049280264849296,1.387735100106623,0.3737979176622367
ZKSCAN1_ZKSCAN8,-0.046566391112474084,-0.13276719622524621,-0.11234074105527896
ZKSCAN2_ZSCAN29,0.7634082188694119,0.02306362471832786,0.5103926543594449
ZKSCAN3_ZKSCAN4,-0.4717495844812594,-0.4983326765460853,-0.34181302436054034
ZMIZ1_ZMIZ2,-0.7088363642897315,-0.6094780893478167,1.2221963792033166
ZNF133_ZNF169,-0.8239829166044517,-0.4227202263777175,-0.24681068109548493
ZNF136_ZNF627,1.1366204792682848,0.7794611661863784,0.720346275988985
ZNF143_ZNF76,1.27542249499554,-2.544952807547234,-1.0113950130438132
ZNF181_ZNF302,1.167812820957847,0.32152773998912854,0.3483267134823776
ZNF26_ZNF268,2.1218885897146276,1.80791685899754,1.5100868151678861
ZNF286A_ZNF286B,1.2637254267917852,0.5637339251209834,-0.06627303261716602
ZNF324_ZNF324B,-0.19982541857356215,1.6892565376120119,0.47421183662744987
ZNF354A_ZNF354B,-0.06706343252125675,0.21871639539821705,0.4006032062836121
ZNF419_ZNF773,-0.44342914318075466,-0.32729506926059265,-0.06643036731150938
ZNF524_ZNF581,0.13511968014588688,1.0034498824574907,0.45336162296379323
ZNF552_ZNF587B,-0.3207974742662662,-0.5786911062212596,0.41524921343977694
ZNF555_ZNF77,0.2851413238262966,1.3931556361271866,0.980816091483004
ZNF557_ZNF558,0.08621181178519507,0.4174334464339546,0.5693389523514394
ZNF561_ZNF562,0.03614451920537208,-0.2028336126244802,-0.16868064087786266
ZNF580_ZNF581,0.44663447695128816,0.44493148230999596,1.072290525440653
ZNF600_ZNF611,1.0022074949564037,0.5588079694198602,0.5197389494876905
ZNF619_ZNF620,0.2851574140109193,-0.10204845957609361,0.170538688783547
ZNF747_ZNF764,1.4620638976301845,0.7144858932265394,0.9296254993460924
ZNF764_ZNF785,0.5212231207782638,0.5333106669406367,0.6238919565306836
ZSCAN21_ZSCAN30,0.3432902344150787,0.25373894380720335,0.3407514005667894
ZSWIM4_ZSWIM6,0.02581554829866905,-0.8123721324279849,-0.10479370943832698
