"","HAP1.Torin.T12","HAP1.Torin.T18","HAP1.T12","HAP1.T18"
"PPP1CA;PPP1CC",0.555248649752604,0.528927200097977,0.173786295519326,0.0428018558867928
"PPP1R3B;PPP1R3C",-0.127176849999472,-0.127961754148521,-0.312488465487271,-0.415322598351316
"PPP1R3D;PPP1R3E",-0.0884923745238252,-0.133395470663855,-0.269890557442168,-0.189645860391499
"PPP1R14A;PPP1R14B",-0.179006101796382,-0.342797294993962,-0.221780198130603,-0.197984686909471
"PPP1R16A;PPP1R16B",-0.167485125586026,-0.238388489060126,-0.0857083798763605,-0.0942543792234027
"PPP2CA;PPP2CB",-0.625032182073974,-0.584138654475793,-0.729575080344721,-0.672796122295518
"PPP2R5C;PPP2R5D",-0.00272272183543998,0.0496680569921539,-0.209846844167199,-0.278991978224921
"PPP3CA;PPP3CB",-0.00700862888017476,0.0031468390649145,-0.000799803772561974,-0.0426577217295298
"PPP6R2;PPP6R3",-0.265047349657241,-0.502801021552716,-0.601285145788851,-0.630872061883422
"PREX1;PREX2",-0.0356334293671787,-0.0711707280267503,-0.0754657711737173,-0.14817119772172
"PRKAR1A;PRKAR1B",-0.380746804968488,-0.53054731823899,-0.242729804356255,-0.20305299042052
"PRKAR2A;PRKAR2B",-0.0554206426574379,-0.0930555426211363,-0.139192537135333,-0.172506427219609
"PRKCA;PRKCB",-0.281011662991242,-0.367144441075243,-0.275614493465365,-0.318286573332309
"PRKCD;PRKCQ",-0.325305972102006,-0.343421512251835,-0.366070329967486,-0.368870811659899
"PRKCE;PRKCH",0.110142121852743,0.144498123138716,-0.0398758117236837,-0.0398036815700409
"PRKCI;PRKCZ",0.00121027462288822,0.106132278773204,-0.250901851256122,-0.210740603657505
"PRPF40A;PRPF40B",-0.803991380691139,-0.725128020146917,-0.738436532376831,-0.780588107108871
"PRPSAP1;PRPSAP2",0.288294499540624,0.190787063806414,0.265506715187411,0.273633941707197
"PRRX1;PRRX2",0.0904915217076266,-0.0189622463666571,0.013358598425509,-0.0160768070898232
"PSEN1;PSEN2",-0.064868353270594,-0.0681049422593867,0.0403753143408389,0.105835357930768
"PSMA7;PSMA8",0.116579425274953,0.220814141216566,-0.0713022296901388,0.0460139074542442
"PTBP1;PTBP2",0.573501005977483,0.518554622951174,0.900127206088049,1.02227730027647
"PTBP1;PTBP3",-0.467203515252916,-0.831592959121559,0.0155948174603834,0.159792368902649
"PTBP2;PTBP3",-0.18564436183844,-0.318836995656245,-0.162410475265381,-0.277389125120612
"PTCH1;PTCH2",0.0725702868637425,0.0174009797414776,0.00396057065160156,-0.107386374516368
"PTGS1;PTGS2",-0.00611815725311776,-0.108175661823977,-0.0876986189681289,-0.143556924875583
"PTK2;PTK2B",-0.237437250040099,-0.174996177297804,-0.389321440031309,-0.418679084917229
"PTPN1;PTPN2",-0.316359037495423,-0.36623673551487,-0.128340608395469,-0.187201340100512
"PTPRG;PTPRZ1",-0.0816577247977572,-0.0508390252329265,0.0469183573949051,-0.00443614378308199
"PUM1;PUM2",-0.120028340620936,-0.273163643016155,-0.260094605274654,-0.436650518826293
"PWWP2A;PWWP2B",-0.24282903711864,-0.219879122410243,-0.281238197763449,-0.322658783908506
"PXN;TGFB1I1",-0.194144456011977,-0.0889914189445606,-0.190922880728221,-0.158323733712427
"QPCT;QPCTL",0.0424574523161838,0.0959942680785126,0.0281690534930593,-0.0172200215821757
