"","A375_D14","MEWO_D14","RPE_D14","A375_D28","MEWO_D28","RPE_D28"
"EVX1:EVX2",0.374932881201586,-0.135780252005365,0.65769119641509,0.40417702953457,-0.115207229286166,0.567336363786075
"AHNAK:EXO1",0.434145440045755,-0.0187501003612711,0.588651679124351,0.51138182084135,-0.0251742503165768,0.588288965551249
"ALCAM:EXO1",0.298144305559367,0.0929593654204402,0.353096905392527,0.508943954698136,0.142154099011405,0.252829718671634
"ALKBH3:EXO1",0.295483732956867,-0.0594043954928476,0.52272660595437,0.254083994307258,-0.236418665429253,0.558681711399024
"ARHGEF10:EXO1",0.0784510483203195,-0.0271824142351602,0.37369954245653,0.273279617432677,-0.068636857025609,0.429985608976997
"ARPC1B:EXO1",0.54026892299933,-0.0345376313152261,0.57424194974947,0.569777668643634,-0.0202902085254712,0.604293938864079
"ATP10D:EXO1",0.00258779447620083,0.0344755729730827,-0.0258222357613727,0.0949897683639063,0.0466192433818625,-0.0131954025883275
"CAV2:EXO1",0.343570400089557,-0.112397530290331,0.54468654283938,0.369618022179155,-0.0862476532999891,0.615141121850065
"CCND1:EXO1",0.782471372405378,0.443562528840214,0.702385045781049,-0.0794815925934405,0.160577864476316,-0.266079946708937
"CD44:EXO1",0.265513975923782,0.0346321390222966,0.771026026548974,0.229479889853268,0.169106738197341,0.938022165100534
"CMTM3:EXO1",0.373530074642994,0.227062284161388,0.794213656650404,0.413574797125654,0.412736979786175,0.916957877790997
"DCP1B:EXO1",0.359623817440523,0.068156849955281,0.873140158614428,0.37632249312204,0.051158460151918,0.730619621096992
"DPP7:EXO1",0.330774456243448,0.11791131221718,0.717256168151714,0.469853762631814,0.262041550052861,0.887400124675093
"EXOC3:EXOC3L1",0.398698249319164,0.129761918439801,1.01287796794922,1.03714583429931,0.614443827846267,1.33723797171176
"EXOC6:EXOC6B",0.0976579567494625,0.0957118882057452,0.52874493338224,0.0253331261564554,0.298548885602157,0.480948259777086
"EXOSC4:EXOSC6",0.593363599049227,0.565349897527734,0.822813204057463,-0.481597144427019,0.693472792547148,-0.501401221405607
"EZH1:EZH2",-0.0454631496330133,-0.195608554900035,-0.135876019953272,0.153294526579254,-0.167691490008963,-0.0896903825753252
"EXO1:FAH",0.608510711082202,0.115511920073232,0.690949105024677,1.32608440017011,0.226023222352807,0.620105548043227
"ALKBH4:FAM111A",0.435762509596611,-0.130119073716079,0.824700722302382,0.445331906686057,-0.161615901180663,0.81802110716882
"CYP11B1:FAM111A",0.0564665746536902,0.106583026767265,0.204790836044591,0.117318949585974,0.155821806747814,0.182936040603912
"FAM126A:FAM126B",0.168704791473305,-0.0139292819800139,0.443043392717973,0.322058991313373,0.138750857025305,0.501212659934065
"FAM135A:FAM135B",-0.0832770844596822,-0.0528385446787782,0.0263914411886087,-0.11397545766292,0.0327875831400735,-0.00857248702760494
"FAM151A:FAM151B",-0.167282383799689,-0.00794509720156214,0.105073949560386,-0.194193641871134,-0.0900435262694271,0.179929455686459
"FAM213A:FAM213B",0.145631270243356,-0.0608908859597329,0.69287942326237,0.186358304872692,0.0203998769985669,0.930404059545024
"FAM50A:FAM50B",0.731012663290439,0.165140801215242,1.00632026250256,0.747983454619043,0.550326846485753,1.1452269303558
"FAM57A:FAM57B",0.173845660323043,0.0824054416840953,0.474939354591682,0.274631850789328,0.222885387340844,0.673875106300356
"FAM96A:FAM96B",-0.30698247755363,-0.412627807205963,-0.0963647779196151,-1.39850097000679,-0.872128187300681,-0.887278882337461
"ACN9:FANCI",-0.135968191784946,-0.0896239268588965,0.0705523792747754,-0.279073571979765,-0.22259123361888,0.0579089081954838
"BIN1:FANCI",-0.0166511978326417,-0.0307212880248645,0.173133644574096,-0.148914076362507,-0.149206115037273,0.207625237461266
"CDC42EP3:FANCI",0.4363663151824,0.00801310409904571,0.795944260185006,0.374002329621737,0.0522842685887441,0.747505460808164
"DBNDD2:FANCI",0.227982620037655,0.000768952895650765,0.630942568269783,-0.046864662052208,-0.0198293753348439,0.574166090726246
"DECR1:FANCI",-0.0348718321428129,0.0456550029618462,0.122898442583063,0.0849763863361696,-0.0256048920097318,0.316569574491775
"EFR3A:FANCI",-0.0122732728812601,0.00817140641883596,-0.111172352281626,0.142296825014948,-0.0830848831936416,-0.112512863402759
"EPAS1:FANCI",0.231192307778026,0.027395069168887,0.313199159864714,0.0910614161831639,-0.016034879536755,0.316253076063129
"ASPM:FANCM",0.227516481859397,0.0182871282935184,0.13396679018567,0.690562123197701,0.436340060985212,-0.0431114868160111
"FAT1:FAT4",0.242518237150023,-0.0355249731577074,0.468708375944878,0.311627327255629,-0.0395764062293059,0.229619425621745
"FBXW7:FEN1",1.23852596783571,0.142874998607618,1.03638180358824,2.57526441909447,1.1102774973194,2.01404415303189
"FBXW7:MYC",-0.00334912400423315,-0.154005896490122,0.125211412069594,-0.180733383527534,-0.290601745764614,-0.466306874991581
"FEN1:RAD54B",-0.156433780485878,-0.0930354585569628,-0.312034008151846,0.436690849488064,0.080542779700792,0.152479581164518
"FERD3L:PTF1A",0.136626502984337,-0.0196675941958235,0.0946455418067356,0.101334042308658,0.00596450615305633,0.0960629761088938
"FEZ1:FEZ2",0.366081805240625,-0.143922693583806,0.625063840925167,0.291992490787392,-0.226931173122436,0.622583419733578
"FEZF1:FEZF2",0.238275812463232,-0.0400858361962927,0.234181112276947,0.0928603292090827,-0.0090561671447989,-0.0579740345094086
"FGF1:FGF2",0.0602950774957335,0.00675649530258071,0.68424802761343,-0.0777430514539266,-0.013579839021179,0.528406317438364
"FHOD1:FHOD3",0.146627651980252,-0.0225643753969078,0.321270248973741,0.0425333748453892,-0.150492171634549,0.27512000652217
"FIGN:FIGNL1",-0.0266076858748976,-0.0174435990360924,0.254295146960107,-0.0214810259393402,0.125793531827702,0.30842717239043
"FITM1:FITM2",0.501184060460135,-0.0279868960303331,0.771247051089477,0.521676096057916,0.0154465402485366,0.852123549618734
"FKBP4:FKBP5",0.487222490710634,0.154695878109428,0.968190737944002,0.39729106594879,0.238524815028379,0.690064779184135
"FLOT1:FLOT2",0.548873573127525,0.0949563976543239,1.00623687234351,0.610010913330045,0.294933378248778,0.955466339121046
"CHCHD5:FLVCR1",0.352712792804437,0.164385235256829,0.397325248440949,0.457109524515362,0.100368975114426,0.740717180721556
"FMN1:FMN2",0.0483037814922141,0.101238172325885,0.137367065998177,0.00957821918682655,0.161130625670488,0.305797260496059
"FANCI:FMNL2",0.036720073227189,0.0961749026992194,0.441568673864678,0.36694975553332,0.157403815958028,0.928049974813685
"FNDC3A:FNDC3B",0.169333881522896,-0.0050804715521249,0.629705587691103,0.0875461152551847,-0.0442863536571392,0.691066230117541
"FNIP1:FNIP2",0.480707670047462,0.017131339214848,0.765633584605109,0.811280296210953,0.15875473950969,0.988589345659077
"FOXK1:FOXK2",0.26395380541925,0.0276566082287337,0.662533992106367,0.351064453289962,0.110608624922008,0.686567884098896
"FOXN2:FOXN3",0.331661812053171,0.0169591442971616,0.635146722182515,0.493261140501421,0.0535171016024026,0.644645913461661
"FOXN1:FOXN4",0.31026397875793,0.00864646331045696,0.640916841164734,0.293106140816151,-0.0370220928027108,0.572351543727593
"FRMD1:FRMD6",0.138863666752178,-0.0605221027185544,-0.323682708660739,0.141599387570899,-0.0596483461536761,-1.66734517292861
"FRS2:FRS3",0.336566186879889,-0.0908972858520725,0.95362853721559,0.266417117903712,0.039730297187958,0.815801892356063
"FRY:FRYL",0.0842463836874805,0.0755752348335726,0.0374252920151754,0.0610767334731388,0.197701247386591,-1.38378542100095
"FST:FSTL3",0.419141631743759,0.113622194703857,0.812791624157075,0.340530534092068,0.270430638454586,1.00091709445623
"FUT10:FUT11",0.158325678714153,0.000281328612483561,-0.0524027916595544,0.182585698706768,-0.118462466325676,0.471358208828907
"CAD:FUT5",2.11851700201524,0.0517224256747472,0.892621351289065,2.43495206771028,0.332828882223471,1.07369130981568
"ASPM:FXYD5",0.369447829912474,0.11212365077023,0.395423358132656,0.333094733342589,0.261154071504444,0.588422376205818
"CDT1:FXYD5",1.75297316707708,1.56584579502522,1.67941524951154,0.848330351022829,1.84560044592497,1.5036122069231
