"","A549","HT29","OVCAR8"
"ABHD4;ABHD5",-0.0668272441014209,-0.137336585674846,0.18207728831582
"ABL1;ABL2",-0.245988063726897,-0.228619328360166,-0.178693595036477
"ABR;BCR",-0.306931163621981,-0.256045394367735,-0.21665144359633
"ACAP2;ACAP3",0.247544926458106,-0.0189405901331786,0.0959527349462484
"ACTG1;ACTR1B",-0.384449797533289,-0.567223284294827,-0.685803540905321
"ACVR2A;ACVR2B",-0.572765233444295,-0.173411540094957,-0.175962820359436
"AGAP1;AGAP3",-0.329841327434388,-0.357312361703085,-0.286105194610117
"AGAP1;AGAP9",0.461538426152218,0.528425058432707,0.333974845047835
"AKT1;AKT2",-0.644680231765906,0.487999842372053,-0.091277601731854
"ALG10;ALG10B",0.0324435276365707,-0.0636775969137013,-0.0684932538901378
"ANKRA2;RFXANK",-0.415542886182121,-0.151730001325601,-0.169020741140208
"ANKRD13A;ANKRD13D",0.380953369828731,0.150211760682357,0.0461882758757535
"ANXA11;ANXA7",-0.0908320176558318,-0.383309447446663,-0.342139951777508
"AP1B1;AP2B1",0.436115131940537,1.0899400644603,0.948117866674587
"AP2A1;AP2A2",0.145682231560677,0.699159290845579,0.218560664675636
"AP3M1;AP3M2",0.236398922884635,0.326098697539847,0.17191945063699
"AP3S1;AP3S2",-0.240517045057052,0.0154687644861363,-0.161971445486633
"APPL1;APPL2",0.0621127798463975,-0.092827558166335,0.0239920681760138
"ARFGEF1;ARFGEF2",0.762662381564043,1.05212134681402,1.47470506087714
"ARFIP1;ARFIP2",-0.227390923778465,-0.136460592200575,-0.181055862415869
"ARHGEF3;NET1",-0.0821493209756668,-0.157655221270879,-0.244263466924268
"ARID1A;ARID1B",-0.242467651929313,-0.266151125822801,0.0108341978784305
"ARL8A;ARL8B",0.737342690232121,0.354646453604981,0.140310735602179
"ARPC1A;ARPC1B",0.763498868964336,0.768013509294273,0.385965260973412
"ARPC5;ARPC5L",0.309383201057472,0.375102488467371,0.00533377391414003
"ARPP19;ENSA",0.510639637122392,0.467810095334634,1.09598563945482
"ASAP1;ASAP2",-0.170646479616136,-0.514046968328545,-0.274845203032854
"ASIC1;ASIC3",-0.241724464379449,0.0491057129458605,0.0195545296633084
"ATAD2;ATAD2B",-0.109754859703137,0.0131217630034811,-0.0141940343850771
"ATAD3A;ATAD3B",-0.287996519139244,-0.75444945362501,-1.06338521199846
"ATF1;CREB1",-0.224848107257152,-0.0264838599712579,0.246417446424154
"ATF1;CREM",-0.00136567650424116,-0.161434414460942,-0.307358760824144
"ATF2;ATF7",-0.132698373345487,0.0132531117260216,-0.115107978056642
"ATP6V0A1;ATP6V0A2",0.143766611095363,0.920458915369599,-0.447306676599138
"B4GALT1;B4GALT2",-0.305338033214702,-0.376674045678676,-0.104079670541022
"BCL2L1;MCL1",-0.445653795760551,0.677898589670392,0.592411725548732
"BICD1;BICD2",-0.215095818323424,-0.0818147889646124,-0.125056944677742
"BRCA1;PARP1",-0.542849411836738,-0.0796986512323654,-0.167525265699332
"BRWD1;PHIP",-0.146497294783932,-0.328014918285929,-0.129979384403192
"BTBD1;BTBD2",0.238924277053037,0.13933318641231,0.243030909156843
"BTN2A1;BTN2A2",-0.0994948175272458,-0.177570506164549,-0.156512612754601
"BTN3A1;BTN3A3",-0.309148631695582,-0.251282367399475,-0.144211161675092
"CAMKK1;CAMKK2",-0.190730306177595,-0.224156974705532,-0.0946143243898798
"CAPZA1;CAPZA2",1.52375840744165,1.57974668013991,1.65306465229447
"CBX3;CBX5",-0.0807021153301803,0.060871344895121,0.230180287377313
"CCNE1;CCNE2",0.345107928452982,1.01965503807161,1.14423000800167
"CCNG1;CCNG2",-0.328291777748686,-0.453779286342627,-0.352601852707809
"CCNT1;CCNT2",0.521203850714636,0.530879609675482,0.499597432355701
"CCNY;CCNYL1",-0.252495062830209,-0.378806458729597,-0.566887037428386
"CDC34;UBE2R2",0.312348531449372,0.324788556798717,-0.0193667513168154
"CDC42BPA;CDC42BPB",-0.320887253078104,-0.252372898641336,-0.235899494864121
"CDH1;CDH3",-0.236218613803333,-0.678941477431674,-0.227945295335904
"CDK3;CDK5",0.137797145122807,0.00163375368057267,-0.166462149409296
"CHD1;CHD2",0.82306583520772,0.765326803558448,0.622574948272205
"CHKA;CHKB",-0.131790278644608,0.158621376572574,-0.0168070102152517
"CHUK;IKBKB",-0.103675757091667,-0.203937228826861,1.02803131409251
"CISD1;CISD2",-0.0689483778620292,0.0534986321455199,-0.0396658534486373
"CLSTN1;CLSTN3",0.0358773460268346,-0.0678640099723972,-0.0579166435157961
"CLTA;CLTB",-0.0419531536435268,-0.227341202838267,-0.227708421106011
"CNNM2;CNNM4",-0.114600898767576,-0.193734623952063,-0.0194808392699219
"CNOT7;CNOT8",1.80942338082192,2.64743651645485,2.60256485933606
"COPS7A;COPS7B",1.14999117692408,1.14558925785911,2.00731845742102
"COQ8A;COQ8B",0.232440945614113,0.127533380481946,0.380562274773217
"CORO1B;CORO1C",0.169044855582327,-0.155215817927124,-0.14588138492574
