gene_pair,SL_score,standard_error,Gene 1,Gene 2
A2M|PZP,-1.7669107794259578,0.9641793311569006,A2M,PZP
AADACL3|AADACL4,-0.6232497601953362,1.286939696497079,AADACL3,AADACL4
AADAC|AADACL2,-0.4171118199247679,0.6606418309468276,AADAC,AADACL2
ABCC1|ABCC3,0.20448588655957056,1.1502668370166353,ABCC1,ABCC3
ABCC8|ABCC9,-1.1740595561085094,0.8469721120860335,ABCC8,ABCC9
ABCD1|ABCD2,-0.18782650954760616,1.591365563983692,ABCD1,ABCD2
ABCG1|ABCG4,-1.3119330672169713,4.853554568577094,ABCG1,ABCG4
ABHD4|ABHD5,0.19134929468903206,1.1213166680688367,ABHD4,ABHD5
ABI1|ABI2,-0.5338842597633202,0.7480742864526368,ABI1,ABI2
ABL1|ABL2,-0.2722500644645681,0.3352169917991232,ABL1,ABL2
ABTB2|BTBD11,-0.995815873249552,0.42732579461298004,ABTB2,BTBD11
ACACA|ACACB,-0.5577307093444174,1.3143546058673792,ACACA,ACACB
ACO1|IREB2,-4.065569330188048,10.882621960663123,ACO1,IREB2
ACSL3|ACSL4,-0.10144282574967851,0.21754842109379255,ACSL3,ACSL4
ACTA2|ACTG2,-0.4632049881956295,1.076413950892621,ACTA2,ACTG2
ACTL6A|ACTL6B,-0.1750875661159042,0.21808885206751022,ACTL6A,ACTL6B
ACTL7A|ACTL7B,0.019523194686477202,0.21361978592578054,ACTL7A,ACTL7B
ACTRT1|ACTRT2,-0.34171262473767916,0.5766788571168415,ACTRT1,ACTRT2
ACVR1|ACVRL1,-0.34700005658695215,0.3191327207178802,ACVR1,ACVRL1
ACVR2A|ACVR2B,-1.9752252365230114,3.8993077562081644,ACVR2A,ACVR2B
ADAMTS10|ADAMTS6,-0.3142449645125168,0.5344967976362535,ADAMTS10,ADAMTS6
ADAMTS16|ADAMTS18,-0.17291651636553199,0.3449630633981433,ADAMTS16,ADAMTS18
ADAP1|ADAP2,-0.46853575356138766,0.45980678007638864,ADAP1,ADAP2
ADARB1|ADARB2,-0.1709712264596226,4.234029772079093,ADARB1,ADARB2
ADCY5|ADCY6,-1.2750867535469654,1.2596613544632855,ADCY5,ADCY6
ADIPOR1|ADIPOR2,-8.425377902318353,14.890714689365971,ADIPOR1,ADIPOR2
ADSS|ADSSL1,0.03628201038254364,3.303095832359691,ADSS,ADSSL1
AGPAT3|AGPAT4,-14.503950308469687,34.205623233809646,AGPAT3,AGPAT4
AGR2|AGR3,0.04547352992095391,0.4097157283661831,AGR2,AGR3
AIF1|AIF1L,-0.5827356969023475,1.00388624333137,AIF1,AIF1L
AK3|AK4,-0.3703261962111485,0.7772880534074772,AK3,AK4
AKIRIN1|AKIRIN2,-2.1851715655018618,4.4984212621068265,AKIRIN1,AKIRIN2
AKR7A2|AKR7A3,-0.656798726759712,0.7374551509148988,AKR7A2,AKR7A3
ALAS1|ALAS2,0.4836874614689029,0.4782475057900925,ALAS1,ALAS2
ALDH1L1|ALDH1L2,-0.24387875738153283,0.14064874209674838,ALDH1L1,ALDH1L2
ALG10|ALG10B,0.040476456324300164,0.5945435124782847,ALG10,ALG10B
ALG1L|ALG1L2,-2.008634758737258,2.255819001859455,ALG1L,ALG1L2
ALOX12|ALOX15,2.3972507615223755,3.4800055094411757,ALOX12,ALOX15
AMELX|AMELY,-0.12233818217404496,0.19505010041346701,AMELX,AMELY
AMMECR1|AMMECR1L,-0.18818377535636682,0.3922360627977859,AMMECR1,AMMECR1L
