index,A549,GI1,HS936T,HS944T,HSC5,IPC298,MEL202,MELJUSO,MEWO,PATU8988S,PK1
ABCF1_ABCF3,9.54230016351106e-05,-9.8670000809e-05,0.0002945254998375,-1.7176065091682e-05,-4.00832318296729e-05,6.05499799685485e-06,4.86909639285891e-06,4.69834274503888e-06,-8.52707746226623e-06,0.0001269973683777,8.99855529712012e-05
ABHD14A-ACY1_ACY1,-9.89584553525266e-06,-0.0003007647340775,-6.65967211597945e-05,-1.71946292296974e-05,-0.0001364377344067,5.94877941115343e-05,1.41696204511571e-05,-7.4321939743344e-06,3.48579434402943e-06,3.71453956544849e-05,-3.22137001485596e-06
ABHD14A_ABHD14B,-3.12429604005569e-05,9.60380516648611e-05,-1.69963127877007e-06,5.69463409788816e-06,-2.17750722873036e-05,-1.13550544465845e-06,-9.94226713779435e-05,-3.49952961253378e-06,-1.49161805238318e-05,-5.32648066614352e-05,-0.0001344706057742
ABHD4_ABHD5,-4.8593771193479e-05,-7.42213305852383e-05,-0.0001010054047572,4.64161257705974e-06,-4.10174527214086e-05,-7.25322392060378e-06,-1.42777186528302e-05,1.21534499932272e-06,1.32392705714894e-05,-1.28161543897914e-05,6.76276137736498e-05
ABL1_ABL2,0.0028966787577352,0.0067833824721665,0.0030423011860982,-0.0066891744793427,-0.0031213373930511,0.0068008990802573,-0.0043995964845819,0.0004721681556776,-0.007593820182047,-0.0019295096051013,-0.0071422737745663
ABL1_CSK,0.0024097408706515,-0.0107098278766682,0.0035572867646115,-0.0011215000250941,-0.002428416332429,-0.0042985263581222,-0.0056642160312373,0.0049235757849531,0.0005598950965406,0.0064190508934596,0.0104437207595793
ABL1_MATK,-0.0047585222266745,-9.63533464529154e-05,0.0086526004703788,0.0062174931998149,4.10817332707565e-05,0.0106172715423697,0.0001670709880631,-0.0008030335547431,-0.002818702608437,0.0034686050212663,0.0070433500949529
ABL1_TEC,0.0004920293681797,-0.0027619431671898,0.0044115931479568,0.005189652012537,0.0016937182152802,-0.0041158892442307,-0.0017045512800628,0.0004856416866866,0.0044730020733553,0.0085014556626534,0.0070484871542821
ABL1_TXK,0.0035861381644011,-0.0050438771543075,-0.0003085418281878,0.0059638534026452,-0.0007938346222281,-0.0008774272576344,-0.0058636431401141,-0.0111818195577041,-0.0028825091577206,-0.0017391987556569,-0.0168528205520035
ABL2_CSK,0.0073071182897427,0.0062570463707693,3.89529944312074e-05,-0.0007768062010205,0.0044866551945815,-0.0137568694953484,0.0016485521912887,0.0061763523402434,0.0097395596562691,0.0019394610045566,-0.0019859492279721
ABL2_MATK,0.0040285852019048,0.0006357057339084,0.0095009253934129,-0.0052677203691255,0.0002160572426319,0.0038703936651134,0.0084912666005902,0.0024066705205323,0.0006279781940097,-0.0030315368398753,-0.0139544304230093
ABL2_TEC,0.0022947022769898,0.0038104066341095,0.0134821478474157,-0.0035024471758041,0.0002851866074274,-0.0065793174808409,0.0059246766775514,0.0064648870856181,-0.0007274408556099,-0.0010694877247088,0.0041269428310537
ABL2_TXK,-0.0034836426178184,-0.0044080127931989,-0.0017909510900244,-0.0045174568222244,0.0004856337456877,0.0106098304753693,0.0043166345315638,-0.0006906997663066,-0.0046560321232975,-0.0010822367721642,-0.0002223813503938
ABO_GBGT1,-0.0032345891533669,-0.0018305272745643,-0.0003758316742186,-0.0018563645328007,0.0018678864351617,-0.0035948572651517,-0.0026171089867831,-0.0059124996558874,-0.0013537661736121,-0.0030934712506583,-0.0070886502176185
ABO_GLT6D1,0.0049044717830999,-0.0072503929644846,-0.001657630848059,0.0027317708381396,0.0002130154386767,-0.0128170109359685,0.0021671542317474,0.0019995388173095,0.0040297698900027,0.0039041802801503,0.0005172264274924
ABR_BCR,6.33268933437132e-06,-5.53999369706862e-05,3.47141031166376e-06,6.47522221710467e-06,1.79004666332464e-05,8.2189855667352e-05,-1.06598454992979e-05,-9.32439258155097e-07,4.80706144028361e-06,0.0001249798327702,5.5187171042524e-05
ABTB2_BTBD11,1.98196780292026e-05,0.000110753681774,-6.88461381924518e-05,-2.67492109659132e-07,7.55157123146939e-05,1.51740317547167e-06,8.57736770337582e-07,-4.72021691532647e-06,6.9984221482047e-05,4.53646691024828e-05,0.0004185956229128
ACAA2_ACAT1,-0.0080158320236533,0.0061410924665181,-0.0019157916101345,-0.0071365453082874,-0.002359838388016,-0.0005333271787584,-0.0049930245541443,0.0003048474281175,-0.0017681054155717,-0.0131629966399313,-0.0009096926413117
ACAA2_ACAT2,0.0004910650871296,-0.004029568780478,0.0035220689521025,-0.0009337511799818,0.0029350373920803,0.0087567589778997,0.0014298608304104,-0.0017604854651577,0.0024729317340011,-0.0015299293840913,0.0047748898816226
ACAA2_HADHB,0.0018797899325683,0.0021393309958293,-0.0037985729886005,0.0030157252336306,0.0019913831844882,-0.0010774005245101,-0.0007017967704686,0.0028810840978149,-0.0007443362344796,-0.0015928777452767,0.0011616680813217
ACACA_ACACB,1.17291467381529e-05,0.0001539307996598,-4.16315527802725e-05,-1.1002585676195e-05,-2.94946254246768e-05,4.69742905956046e-05,7.41914262930522e-05,9.09462539871854e-06,-4.10537472573e-06,-6.62714363728789e-05,5.14608844364655e-07
ACAD10_ACAD11,-2.6289893733276e-05,-1.3019858518618e-05,-1.80834188753686e-05,1.40714961363972e-06,-1.21357538468464e-05,4.0476311572261e-06,-5.78362431399242e-07,-1.14962834242175e-06,-1.01234421514489e-05,-9.56025733767652e-06,-1.98512843263385e-05
ACAD8_ACADL,-0.0033352694999162,-0.0109635013955169,0.0047079559013773,-0.0068297706789764,-0.0027733749721687,-0.0171571709999663,-0.0015347332685692,-0.001744373267914,-0.0039025463900716,-0.0023946684322037,0.0007394892528067
ACAD8_ACADM,-0.013079187947445,-0.0027396995402457,0.0025470435220684,-0.0030237554451028,-0.0059046060156613,-0.0017025816674178,-0.006498681461541,-0.0027364425665658,0.0023227279537935,-0.0061645399757079,-0.0041361784122484
ACAD8_ACADS,0.0019782565464981,0.0038300364882772,0.0042340693581346,-0.0047512375848795,-0.00048733652225,0.0025329709424822,0.0057609331152949,0.0001388675693993,0.0028843286142966,0.005056138960005,0.0074518820152493
ACAD8_ACADSB,-0.0096547223156484,-0.013888694178801,0.0035273555423106,-0.006358324529802,-0.0063122829553631,-0.0034351442237503,-0.0029641977891785,-0.0055023832129215,-0.0010299291788799,-0.0071631287566345,-0.0051655732366201
ACAD8_IVD,-0.0062414455247192,-0.0073902201577288,-0.0168727190955775,-0.005603696066539,0.0020131411735775,-0.0006615586854295,-0.0025416911970157,0.0035690501694524,-0.0061322394939254,0.0026160907347313,-0.0111345096805171
ACAD9_ACADS,-0.0020450540294401,0.0066160355494663,0.0094913989926145,0.005271086298321,-0.0048920709834076,0.0133837088272028,0.0100018274120692,0.0029251793433405,0.0012311962339921,0.0081960326587005,0.0097458460216577
ACAD9_ACADSB,-0.0008459098809086,-0.0063641037127399,0.0069052532749009,-0.0071815132981908,0.0008873709024418,-0.0061387748442639,-0.0019276349195266,-0.0057531172650687,0.0008970503983083,-0.0023573707530702,-0.0105219095849173
ACAD9_ACADVL,-0.0009044510579174,0.002233781627775,0.0138655116328861,-0.0001440000525001,0.0018935766651271,-0.0006135866156723,-0.0013208263183829,0.0036253933171452,0.0025370828858017,-0.0021105774271664,0.0009238357592285
ACAD9_IVD,0.0011422270386238,0.0031990898238256,-0.0068387117921006,0.0001599314762401,0.0011912873500717,0.0007026854670376,0.0016205709222132,0.000405425052241,0.0025422734555563,0.0001802640969587,-0.0106084633840637
ACADL_ACADS,0.0125026478873409,0.0031754025536928,-0.0008247834541279,0.0106161898171536,-0.0016884338525094,-0.0119278768930147,0.005243951172163,0.0019411096182633,0.0013235270032691,0.0040192751670651,0.0076856709568158
ACADL_IVD,0.0018541246384123,-0.0133964769894515,-0.0163080266193427,-0.0030255363248006,0.0032555997103948,-0.0109436030152468,-0.005764126151993,-0.0007533005615498,-2.92485168130509e-05,0.0007144041432211,-0.0057952460099704
ACADM_ACADS,0.0033446307448855,0.0183589226243298,0.0019787745392289,-0.0011813572049187,-0.0025273473574341,0.0089976660278752,0.0037699219892528,0.0073727700140114,0.0006741779790317,0.0027460483565329,0.0060593304067103
ACADM_ACADSB,-0.0066113368200642,-0.0060699354625974,0.0023770421971904,0.0004161378961378,-0.0019533704619419,0.0095664406733667,-0.0056715159876447,-0.0060114041075023,-0.0028702583880341,-0.0107471138091854,-0.0119753606387301
ACADM_IVD,0.0016041966129965,-0.0052738448700292,0.0046543738768104,0.0063608393995318,0.0013240083756016,0.0054647671470788,-0.0007988592360535,-0.001303901075912,0.0019300101802974,-0.0014085582389091,-0.0018867251601778
ACADSB_ACADVL,-0.003108547390009,-0.0084250423849495,0.003868131783342,-0.0023511234138944,0.001941316022747,-0.0092727861948213,-0.0072577835239184,-0.0033331196185772,-0.0063838507053611,-0.004671617096157,-0.0092446726436535
ACADSB_IVD,0.0021556681920656,-0.0026382836682873,-0.0152523941256721,0.0013782667758431,0.0071954599926805,0.0014864460338118,-0.0006986679642587,-0.0063782192035195,0.0001493495982039,0.0026547953398381,0.0016855370845549
ACADS_ACADSB,0.0067230342784567,0.0034267846812905,-0.0157044281109531,0.0007599039917492,4.34027967266949e-05,-0.002109569510842,0.0091253664343723,0.0049079624376368,-0.0011257811266362,0.001666634819733,0.0110626062581719
ACADS_ACADVL,0.0135060222912793,0.0129262080727637,0.0132086286825684,0.0120826968991655,0.0013840501170644,0.0080365492107601,0.0065460182972575,0.0014436974170499,0.0021003296450998,0.001601131097812,0.0044194497353988
ACADS_GCDH,-0.0054547357247733,0.0031523990688818,0.0022871471231786,-0.0017067371272344,-0.0058054704093903,-0.0055155972062155,-0.0083503119097245,-0.0029645577041101,-0.0001050042561253,0.005244130899364,0.0003104108415118
ACADS_IVD,0.0116153064791639,0.0091844403005289,-0.0032531155438949,0.0041626979237864,0.0031299133449432,0.0133654175408538,0.0104463617874585,0.0101189255288021,0.0041100566725292,0.0115735269705073,0.0118538263157195
ACADVL_IVD,-0.003259781163334,0.0102810450175957,0.0004276980030629,0.0016336461975775,0.0068208350105974,0.0080932593079012,-0.0054166080023743,0.0003015558435029,-0.0003337654854669,-0.0058305873210116,0.0104902841711041
ACAT1_ACAT2,0.0010614760030566,-0.0009969308446121,0.000581676450647,-0.0027858411333253,-0.0021991043647205,-0.0043938872096304,-0.0007597908940182,-0.0005563368040234,8.50690383888277e-05,0.0050379148329579,-0.0057406239936129
ACAT1_HADHB,0.0037064013047778,0.0038812016761387,0.0016800677531245,0.0007736814843346,-0.0020273556311405,-0.0041777226789228,-0.001548743300386,-0.0017122469871227,-0.000400630762119,0.0021601271955732,0.0050665239209218
ACAT2_HADHB,0.0009504698511832,-0.006348472905206,-0.0001100016365994,0.0073923370225687,0.0015811775856039,0.0023627729532124,0.0067118116616942,0.0008961673771246,0.000419101092564,0.0098731901661758,-0.0045947230755275
ACCS_ACCSL,-9.31629715147545e-06,7.06771958735008e-05,2.95039935879528e-06,3.64277258800252e-06,-5.07204968968395e-07,3.80498204233202e-05,6.33073382278301e-06,2.25136973602516e-07,-4.90261563486361e-06,-2.06518922773473e-07,2.78708461769688e-05
ACE_ACE2,3.45406125117693e-05,3.29790325368799e-06,1.16913636514173e-05,0.0001227681937766,-1.57549549002389e-05,1.58964613282401e-05,-1.11113709090045e-05,3.02780947661803e-05,-1.7962841377094e-06,0.0001645264523023,-6.79139870272112e-06
ACHE_BCHE,-0.0065165212443877,-0.0044983858068629,-0.0042048441279149,-0.0124718890963175,-0.0157980461240817,-0.0188622704764351,-0.0026004235321434,-0.0085307547309624,-0.0082592622349962,0.0013617439619428,-0.0148364268811857
ACHE_CES1,0.0004694503604617,0.0006187390949734,-0.0049482707574535,0.0012299872458351,0.0021050185578975,0.0110891402028514,0.0021459317812169,0.0080825742883115,0.0046436973836962,0.0071435523766152,0.0046222505164646
ACHE_CES2,0.0007612555434305,0.0011088112612218,0.0034022172209136,0.0049367528496204,0.0022745309650601,0.0051213909473077,0.0029293648293935,0.0029220818507759,-0.001897850251012,-0.0023295504783822,0.0076042179737453
ACHE_CES3,-0.0003003836767353,-0.0073796858306246,-0.0026286752527184,-0.0005311709209432,-0.0044144765043514,-0.0029640669565034,0.0003667777343851,-0.0037939233567747,-0.0007586789931964,0.0032214450506452,0.001758022086757
ACHE_CES4A,-0.0041472281797297,-0.0073859462852465,0.0092938558582145,0.0016760788454098,-3.8235020001478e-05,0.0132994496915584,0.0039076911654986,0.0003287306275373,0.0014481478459433,0.0006069141852562,-0.0055766974614608
ACHE_CES5A,-0.0006551629406527,0.0014737504360823,0.0004391560071683,0.0027762802714884,-0.000684361178938,0.0102206747267195,0.0028668029276279,-0.0003266328949274,0.0048154776326111,-0.0022784792509951,-0.0019843614086085
ACOT11_ACOT12,1.0825127287637e-05,-6.09708952034142e-06,-1.28642105876759e-05,-2.28812319817155e-06,-8.1707635962775e-06,7.60477273007493e-07,-2.87865827585757e-06,1.5254655263928e-06,-1.13529296499611e-05,-3.87798399269659e-05,0.0001182612100743
ACOX1_ACOX2,-0.0001082014586143,6.22386954465152e-05,0.000143491064811,1.36845476382233e-05,4.32661149923522e-06,-6.31544298173211e-06,1.36769009982146e-05,1.91482886267557e-05,-1.18237152005087e-06,-4.55325984473177e-05,-9.81511732860915e-05
ACP2_ACP4,-0.0025953101880223,0.0041408750341065,-0.0017386165916293,-0.0008699700715572,-0.0023898875667997,-0.0013921477398633,0.0024362232588709,0.0017946919699589,0.0042038552670754,0.001309116307915,0.0022498933430616
ACP2_ACPP,0.006195291552575,-0.0025275779040792,0.0078391119726467,-0.0023206498509036,0.005591991021772,0.0076756673525462,-0.0016830651766984,-0.0004106951941285,-0.0024959753485669,0.0008540145444548,-0.003061046654842
ACP4_ACPP,-0.0036870316945883,-0.0014755138697952,-0.0058893585120539,0.0031239039780181,-0.0031468075345867,-0.0063256521716878,-0.0007190758171767,-0.0013660081215321,-0.0016937430620521,-0.0022363176783731,0.0007323240322907
ACR_TMPRSS12,-2.28596700059752e-05,-9.90294587320705e-05,3.41878546751859e-05,-9.100271537875061e-09,3.54256785226904e-05,3.7074587221235e-05,-7.68021042978227e-06,-4.33970467572345e-06,-1.43597306069338e-05,-1.28511930014532e-05,-1.3219318231857e-05
ACSBG1_ACSBG2,-2.1791121708365e-05,-3.10332267314559e-06,-5.05775063001753e-05,7.82332013159347e-07,-3.25830779972687e-08,-4.4076749399107e-05,5.69007520901527e-06,-6.82844466744215e-06,-5.59918517700455e-08,-4.06754674775081e-06,0.0001605245618519
ACSL1_ACSL5,0.0003138112177147,0.0019446876171703,-0.0026564010238688,0.0022743700649375,-0.0038418743740773,-0.0021601190777304,-0.0008879328928981,0.0013618488239838,0.001699345680477,0.0005711784322064,-0.0069819101497767
ACSL1_ACSL6,-0.0007063265770694,0.0005241403826176,0.0040793013312988,-0.0034338234722389,0.001251564485155,0.0007763587051453,-0.000165714400952,0.0009348694227548,-0.0021016402860067,-0.0045622197364353,-0.0091475694052048
ACSL3_ACSL4,7.62854127159725e-06,-0.000151922896979,-3.23431628543344e-05,-6.22340956720002e-06,2.41222420690175e-05,-3.13047169905994e-05,1.60045076429902e-05,-2.33188692416892e-05,7.22454861011579e-06,-2.30472913174888e-05,6.9565758597484e-05
ACSL5_ACSL6,0.0002442268403652,-0.002475574216756,-0.0011266404111384,0.0012013974111802,0.002210029489283,0.001191371831149,0.0010209303170808,-0.0022563187124231,0.0003973219358091,0.0042361971050664,0.015591589453526
ACSM1_ACSM2A,0.0043139717042022,0.0014011025275186,-0.0083266409453209,0.0006665656372982,0.0038836653460391,-0.0010195852188486,-0.0004176191135865,-0.0029915001936398,0.001077215034328,0.0067661997062721,-0.0067919747035892
ACSM1_ACSM2B,0.0042502138231543,-0.0057056966249347,0.0009612011535939,0.0049732876557164,0.0009424179815969,0.0006842854139726,-0.0038219009865091,0.0006268417182021,0.0004529810320818,-0.003740195007169,0.0093729518469809
ACSM1_ACSM3,0.0078117160773394,0.0069731699275316,0.0062824848979986,0.0045291164530045,0.0077523235382019,0.008213398896718,0.0041645447008969,0.0035836404499861,0.0061475030692891,0.012564754474544,0.0043730964494133
ACSM1_ACSM4,0.0005536878411078,0.0027609692371348,0.0021052302585424,0.0062959399754578,0.0068866040640108,-0.000905176677938,-0.0043920581353725,0.0038448771047705,0.0016647086653346,0.0002615895410178,-0.0124730758837444
ACSM1_ACSM5,-0.0015888836431587,-0.0041729858379312,0.014952454479081,0.0029535152911844,0.0055060109852509,0.0015133099559312,0.0010821207782085,0.0028233329496724,0.0029056417264212,0.0069966354695299,-0.0024096094610953
ACSM1_ACSM6,0.005244717068837,-0.0091018139070141,0.0058760328730012,0.0008241286438961,0.0010120226479491,0.0034712629233983,-0.0027451665984886,-0.0023699746512274,-0.0023331255617741,0.0022616295048685,-0.0057011808231648
ACSM2A_ACSM2B,-0.0017001614545779,-0.007144043240637,-0.0004481211091776,-0.0085084594945796,-0.006430692336032,-0.000702195869722,-0.0054608248986269,-0.005412456929155,-0.0060517519422021,0.0015100648655765,-0.0009887020171489
ACSM2A_ACSM3,0.002926178521301,-0.0023771537390056,0.01091362845865,0.0093336055856079,0.009507554623748,0.0081903701559409,0.0092801788898139,0.0011123828778982,0.0064838692679843,0.0076273438859633,0.0091887383885434
ACSM2A_ACSM4,-0.0002269653740757,0.0107484578837714,-0.0002972963493823,-0.0042868777531496,-0.0064253349788423,-0.0015859079805648,-0.0045546997401578,-0.0010977416076267,0.0024878805823903,-0.0032281711776252,0.0079286869266575
ACSM2A_ACSM5,-0.0053952558116503,0.0101967106906268,-0.0071155246345411,-0.0057354320822548,-0.0025324312679931,-0.0002227869409887,-0.0006581249132843,0.0020332783590457,-0.0020239235594487,-0.0012129757796882,0.0057424106946518
ACSM2A_ACSM6,-0.0016561956303649,-0.0016732182843702,-0.0102524192826635,-0.0015891769959381,-0.0019000623196526,-0.0025627078137099,-0.0036826377968918,-0.008686401690479,-0.0026044469296226,-0.0108443336143139,-0.004452438969277
ACSM2B_ACSM3,0.0043936362088014,0.0177251011649552,0.0054909542148859,0.0012557032816111,0.0044740468851916,0.0092446437947654,0.0031985124483238,0.0040243807142581,-0.0013324429109931,0.0091055542944536,-0.0076193728316335
ACSM2B_ACSM4,-0.0105250873528471,-0.0060307559403861,-0.0009456609173473,-0.0147458554641656,-0.0059401003933599,-0.0109891449333692,-0.0017985658080445,-0.0031397850730501,-0.0023668789126551,-0.0033039042781679,-0.0062807589609982
ACSM2B_ACSM5,0.0074594678454273,0.0108712013347697,-0.0015702047218263,-0.0083231637135777,0.0005159713571448,-0.0056360911728382,0.0018013523148243,0.0020451300002552,0.0015316048270184,0.0006877983065117,0.0024576573863005
ACSM2B_ACSM6,-0.0113493638133939,-0.0072119591688427,-0.0163996796629241,-0.0069864422465452,-0.0043566741359782,0.001888613488189,-0.0025621896643872,-0.0086354890996186,-0.004600584709776,-0.0096309688613697,-0.0127991912205654
ACSM3_ACSM4,-0.0017593690974359,0.0023915910172495,-0.002716339113382,0.0083358761168637,-0.0014966340881702,-0.0043620359395924,0.0023754006708597,0.0049753345815754,0.0047179225111938,0.0072157684739219,0.0109386838470553
ACSM3_ACSM5,0.0035662844762245,0.002769995029781,-0.0019628262056628,0.0149126855037918,0.0084065849070525,0.0108640604737637,0.0086795796274785,0.0077531971702028,0.0036343123101425,0.0088891321712418,0.0097863339414429
ACSM3_ACSM6,0.0017820639555944,-0.0034821778688378,0.019665371685496,0.0036002628718214,-0.0054748126414971,0.0074194212911753,0.0057920844747514,0.0030508260362336,0.0009740903994026,0.0013095444168628,0.0124015174545429
ACSM4_ACSM5,-0.0036286426567154,-0.0021933885438944,0.0051531247537897,0.0037356657674885,-0.0002186243134775,-0.0125297210885932,-0.0020482052910974,0.0008015025300087,-0.0020618604763779,5.94417031787486e-05,-0.0017115521136744
ACSM4_ACSM6,-0.0063703886927999,-0.0207155961703399,-0.013904026612131,-0.0075078104983978,-0.0065454100777068,-0.0130660270047669,-0.0028897816794889,-0.0008870680702029,-0.0072279058164998,-0.0130529643502465,-0.0028396845924355
ACSM5_ACSM6,0.0003127396714222,0.005831162367757,-0.0085144774108722,-0.0022227992610736,-0.0023553022115919,0.0017392061997396,-0.0004261162931042,-0.0023048264797527,-0.0001528370462871,-0.0088355329959691,-0.005980053607678
ACSS1_ACSS2,0.0042109130893657,-0.0072917529896997,-0.0019838390273646,-0.0009571534673362,0.0002792213209703,-0.0047193487079505,0.0009157289843701,0.0013986311156502,0.0013971880362513,0.0048348271481061,0.0026370720649412
ACSS1_ACSS3,0.0004720996647927,0.0037254240533732,-0.002818156732123,-0.0044318071543605,-0.000406931681349,0.0065068342139014,-0.0036212768765784,-0.0003628476140631,-0.0024068656822687,-0.0063795792684813,-0.0100000669234719
ACSS2_ACSS3,-0.0046243850064554,0.0031300495514367,0.0047559589432948,0.0054251141842101,0.0002005082633055,-0.001461349668088,0.0027164568415314,-0.0009964711259142,0.0010736793444306,0.0017240293230512,0.0083315619551437
ACVR1B_ACVR1C,-0.0013961461045846,-0.0021496467122818,-0.0044356633591714,0.0024623591034053,0.0053047551225371,0.0039114265401039,-0.002370891276559,-0.0037392510057777,-0.0045350153540699,0.0021596674584629,0.0093315374588072
ACVR1B_ACVRL1,0.0070322091679045,0.0011474234564104,-0.00503784011614,-0.0059334992084978,0.0093467544825746,0.0206413237719225,-0.0046207901719622,-0.0048804064681317,-0.0053216138279954,0.0013362726056915,0.0074819401982438
ACVR1B_BMPR1A,-0.00355756886586,-0.0034313161101368,-0.0024566861610082,-0.0044114270722755,-0.0034489661286453,-0.0180461318991289,-0.0124498606895863,-0.0011779819664358,-0.0008669354941205,-0.0027228921748608,-0.0161909482681615
ACVR1B_BMPR1B,-0.006177228481287,-0.0071760134612233,-0.0058723329494972,-0.0065397700936544,-0.0051109630599503,-0.0168351009577131,-0.0044637523815693,-0.001854746528758,-0.0014101603140044,9.13411156063962e-05,-0.0148290077294137
ACVR1B_TGFBR1,0.0026682407750434,0.0161480493547397,0.0032983691476923,-0.0124360413624141,0.0017604055038184,0.0001010198953173,-0.0015317284062683,0.0005673878294382,0.0009653097356289,-0.0026595598143711,-0.0143203775095054
ACVR1C_ACVR2A,-0.0014296369927489,-0.0071288850804782,-0.0041904133891763,0.0003733989327425,-0.0026425782210258,-0.0070619277087385,-0.0018444540982418,0.0020329448981884,-0.0023218357733503,0.0007415027825462,-0.0029645560719778
ACVR1C_ACVR2B,-0.0022050952428553,-0.0024560183740159,-0.00193066905524,-0.0045730302432537,0.0022781343726535,-0.0095068147894904,-0.0040719435791205,-0.002268625555876,-0.0015926740813158,-0.003150273329845,-0.0035015743599279
ACVR1C_ACVRL1,0.0035259717966441,-0.0030402892325828,-0.0012733289439454,0.0017546371285041,-2.38827555729204e-05,-0.0117563822835071,0.0037464214564257,0.0017121740929159,-0.0040470205883879,0.0018033941741901,0.0057262401494523
ACVR1C_BMPR1A,-0.0029526875149253,-0.0068160475292939,-0.0101613242272068,-0.0018027933842716,-0.0083283186038172,0.0056377432873324,0.002469069148141,-0.001032504092218,-0.0023637698340168,-0.0019214717272281,0.0026695947661344
ACVR1C_BMPR1B,-0.0067628303752759,-0.005463240968696,-0.0051118489833171,-0.0001184143618041,-0.0070259202929797,-0.0078539332912695,6.81956321695629e-05,-0.0037601882872331,-0.0015547817782154,-0.0027324810600896,-0.0025836494713913
ACVR1C_TGFBR1,0.0082343133666751,0.0129506869484646,0.0009117782221251,-0.0051435256240193,0.0029827793031368,0.0072538053701721,-0.0030702873092542,-0.0017500251128299,-0.0004380359673843,0.0026452852733739,-0.0041614614669355
ACVR1C_TGFBR2,-0.0053302013969018,-0.0046480225125477,-0.0016643690961474,0.0021369226090798,-0.0052626141270032,-0.0066392166918268,0.0013130260224448,-0.0036087148056677,0.001285145595484,0.0001168854708612,-0.000810671024444
ACVR1_ACVR1B,0.0099454697368057,-0.011474582240821,0.0080760292265907,0.0069950579636201,0.001105530288924,0.013549673978465,0.0036392053754715,0.0065049434665532,-0.0042051570894903,-0.0012400995726264,0.0181051241070901
ACVR1_ACVR1C,0.0052679770974957,-0.0016067381555729,0.0095031099686216,0.0157417706664478,-0.0013886130704961,0.0105845322598326,0.0111306773481144,0.0047915292067786,0.0080669326340308,-0.0028498612307741,0.0066197344292357
ACVR1_ACVRL1,0.0027462354297913,0.0076559159380399,0.0034151752689821,0.0067294822234993,0.003297109423003,0.0111740190075303,0.0055795266256837,0.0076114688488245,0.0008195046846241,0.0149161268630282,0.0048692387304819
ACVR1_BMPR1A,-0.0010613878827514,0.0012605477737738,-0.0078579202634602,0.0061272816667314,-0.0010882310398859,-0.0017272602605489,0.0047232207458961,0.0025386950983826,-0.0006979553009357,-0.0080058071448224,-0.0036618558950891
